offer_id,offer_type,property_type,location_district,location_city,location_area,agency,office_city
JuFBiuRLpoy,rent,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","Direct Real, spol. s r.o.",Bratislava
JuJEoP397IJ,sale,"3-room apartment","okres Ružomberok","Liptovská Teplá","Liptovská Teplá","AstonReal s.r.o.","Banská Bystrica"
JuCISBa6iwp,sale,"2-room apartment","okres Ružomberok",Ružomberok,Roveň,"NajBývanie, s.r.o.",Ružomberok
JuQZcPPu9nd,sale,maisonette,"okres Žilina",Žilina,"Staré mesto","MGM reality",Žilina
JuYHImgOHO_,sale,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuIgM2fUqeh,rent,"2-room apartment","okres Martin",Martin,Podháj,"Reality Simply",Martin
JuQydtvhuaC,sale,"3-room apartment","okres Tvrdošín",Tvrdošín,Medvedzie,"TUreality s.r.o.",Žilina
Ju6JFF73eZc,sale,"4-room apartment","okres Žilina",Žilina,Hliny,"ACTIVE - Reality, s. r. o.",Žilina
JupURRP8axF,sale,"4-room apartment","okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
Ju5Pax6FaXd,sale,"2-room apartment","okres Žilina",Žilina,Hliny,"TUreality s.r.o.",Žilina
Juh13qbi4yL,sale,"2-room apartment","okres Žilina",Žilina,Hájik,"ODEKO manažment s.r.o.",Žilina
JurbbuyjxWx,rent,"3-room apartment","okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JuPkeS3sVco,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","Direct Real, spol. s r.o.",Bratislava
JuqmZcqjzL5,sale,"2-room apartment","okres Žilina",Žilina,"Staré mesto","Teraz, a.s.",Žilina
JuRJMz106O3,sale,"holiday apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Junr7vOGfgp,sale,"holiday apartment","okres Ružomberok",Bešeňová,Bešeňová,"MK-CORP s.r.o.",Malacky
JuhrMWK4tz6,sale,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Jug-_AT8Wmt,sale,"3-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Pro Real, s. r. o. realitná kancelária",Žilina
JuT4OhvaBo8,sale,"4-room apartment","okres Žilina",Žilina,"Staré mesto",NULL,NULL
JuXxgiFzaw2,sale,"holiday apartment","okres Žilina",Terchová,Terchová,"KORSO Project, s.r.o.",Žilina
Juta8FGg1ms,sale,"4-room apartment","okres Žilina","Rajecké Teplice","Rajecké Teplice","Bosen Group s.r.o.",Bratislava
JutRcPoSw48,sale,"3-room apartment","okres Žilina",Žilina,Vlčince,"DRR INVEST, s. r. o.","Horný Hričov"
JunhLdbpvMU,sale,"3-room apartment","okres Martin",Martin,Stred,"Buby reality, s.r.o.",Žilina
JuAo_CCFbGo,sale,"1-room apartment","okres Martin",Martin,Priekopa,"TARGETreal s. r. o.",Žilina
JuIcnUNxIlt,sale,"2-room apartment","okres Martin",Martin,Košúty,"ALFA SALUTO REAL s.r.o",Bratislava
JuroNkYo0Ud,sale,"3-room apartment","okres Martin",Vrútky,"Horné Vrútky","LIF REAL",Martin
JuSS030a7te,rent,"1-room apartment","okres Žilina",Žilina,Vlčince,"Realitka pre každého",Žilina
JuoB7gmYVp_,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Juw2GAhwVDz,sale,"3-room apartment","okres Martin",Martin,Záturčie,"TUreality s.r.o.",Žilina
JuNxbiZtMJl,sale,"2-room apartment","okres Žilina",Žilina,Hliny,"StorkReal s. r. o.","Rajecká Lesná"
Ju93xLSe03c,rent,"1-room apartment","okres Martin",Martin,Záturčie,"MGM reality",Žilina
Ju8y_HCffnI,sale,"studio apartment","okres Čadca",Čadca,Žarec,"Reality Alpia",Martin
JuDpUKm1R87,sale,"3-room apartment","okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
JuyticuaW7A,sale,"3-room apartment","okres Ružomberok",Ružomberok,Roveň,"ODEKO manažment s.r.o.",Žilina
JutwTj3bM_v,sale,"2-room apartment","okres Martin",Martin,Sever,"TUreality s.r.o.",Žilina
JuRvQ8h5ljK,rent,"3-room apartment","okres Žilina",Žilina,Vlčince,NULL,NULL
Ju-D0j5Tx8q,sale,"3-room apartment","okres Martin",Martin,Sever,"Realitná kancelária",Bratislava
JuqL8yAiSJt,rent,"2-room apartment","okres Čadca","Krásno nad Kysucou",Kalinov,"ETHOS reality, s. r. o.","Krásno nad Kysucou"
Juaqewf1vyV,sale,"3-room apartment","okres Martin",Martin,Košúty,"B10 Slovensko, a. s.",Žilina
JufCUUh8n1P,sale,"3-room apartment","okres Ružomberok",Ružomberok,Baničné,"LOYAL REALITY s.r.o.","Dolný Kubín"
JuEOy8Ch_fK,sale,"4-room apartment","okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JuAjD-DNY5d,sale,"studio apartment","okres Žilina",Žilina,Vlčince,"Gro & Partners",Žilina
JuXBeof4cBw,sale,"3-room apartment","okres Ružomberok",Ružomberok,Baničné,"ODEKO manažment s.r.o.",Žilina
JuCHpapFKG8,rent,"2-room apartment","okres Martin",Martin,Záturčie,"Reality ASTORIA, s.r.o.",Martin
JufBWbzCmcn,sale,"4-room apartment","okres Martin",Martin,Stred,"Cooper Real s.r.o",Bratislava
JuN-wthtGNF,sale,"3-room apartment","okres Žilina",Žilina,Hájik,"Realitná kancelária",Bratislava
Ju54zsovXgd,rent,"3-room apartment","okres Žilina",Žilina,Hliny,"EASY centrum bývania, s.r.o.",Žilina
JuZqmgmus3f,sale,"3-room apartment","okres Martin",Turany,Turany,"Realitná kancelária",Bratislava
JuUygteSgA9,rent,"2-room apartment","okres Žilina",Žilina,"Staré mesto","Safe reality s. r. o.",Žilina
JuEhBGLGdyB,sale,"3-room apartment","okres Martin",Martin,Košúty,"RE/MAX Slovakia",Bratislava
Juhy56IDgaZ,sale,"2-room apartment","okres Martin",Martin,Podháj,"Reality Center, s.r.o.",Martin
Ju8yXfa5xfL,sale,"3-room apartment","okres Ružomberok",Ružomberok,Baničné,"TUreality s.r.o.",Žilina
Jul5uPR1of1,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuySZhvO7pX,sale,"3-room apartment","okres Ružomberok",Ružomberok,"Staré mesto",NULL,NULL
Ju4YZRhAzaf,sale,"studio apartment","okres Žilina",Žilina,Bôrik,"RIEŠIME BÝVANIE",Bratislava
JuvxnqGhrvB,rent,"3-room apartment","okres Čadca",Čadca,NULL,"Realitné kancelárie SR",Bratislava
JudF4Y5NRYO,rent,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuAyS5TfUDQ,sale,"3-room apartment","okres Žilina",Rajec,Rajec,"Direct Real, spol. s r.o.",Bratislava
JuWSXBSHA4W,rent,"studio apartment","okres Čadca",Čadca,Žarec,"1. Reality Rent, s.r.o.",Žilina
JuSwv58uXFj,rent,"studio apartment","okres Dolný Kubín","Dolný Kubín",Brezovec,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuSEGf_jb32,rent,"2-room apartment","okres Námestovo","Oravské Veselé","Oravské Veselé","BeMi realitná kancelária",Nitra
JuiTYBIhgYl,sale,"3-room apartment","okres Žilina",Žilina,Hájik,"DRR INVEST, s. r. o.","Horný Hričov"
JuHOcENm8Ia,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","AstonReal s.r.o.","Banská Bystrica"
Juf0d9bgzD3,sale,"4-room apartment","okres Žilina",Rosina,Rosina,"MGM reality",Žilina
JucQo5vONzU,sale,"3-room apartment","okres Žilina",Žilina,Solinky,"MGM reality",Žilina
JugZvx-B3PM,sale,"1-room apartment","okres Dolný Kubín","Dolný Kubín",Banisko,"TUreality s.r.o.",Žilina
Ju6YQzBpIXw,sale,"4-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuFfQA7zSPP,sale,"3-room apartment","okres Čadca","Nová Bystrica","Nová Bystrica","RECLOUD Reality a.s.",Bratislava
JuTapZ_iKYW,sale,"3-room apartment","okres Žilina",Žilina,"Staré mesto","Mamud Reality s. r. o.",Žilina
JudSBCw12x9,sale,"2-room apartment","okres Žilina",Žilina,Vlčince,"TUreality s.r.o.",Žilina
JujwaDNeJ1i,rent,"2-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,"BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
Jugv6VHMojr,sale,"3-room apartment","okres Čadca",Čierne,Čierne,"Safe reality s. r. o.",Žilina
Jud2teyAuDu,sale,"1-room apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Jusrma_M5xf,rent,"3-room apartment","okres Žilina",Žilina,Solinky,NULL,NULL
Ju2WQT7unmV,sale,"4-room apartment","okres Martin","Košťany nad Turcom","Košťany nad Turcom","RE/MAX Slovakia",Bratislava
JuJvNTKAcv8,sale,"1-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"MG real, s.r.o.",Topoľčany
Ju8f-wmtjXf,sale,"3-room apartment","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuqcGRiE3sH,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","OVERENÉ REALITY","Banská Bystrica"
Jue9scT0OOX,sale,"2-room apartment","okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
JuauSxK_Grt,sale,"3-room apartment","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","TUreality s.r.o.",Žilina
JuETFY0yocs,rent,"3-room apartment","okres Žilina",Žilina,Hliny,"Realitné kancelárie SR",Bratislava
JucHYWmAD9T,sale,"2-room apartment","okres Tvrdošín",Nižná,Nižná,"TUreality s.r.o.",Žilina
Juh6SSze_tY,sale,"3-room apartment","okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
Ju5yq04Fo6g,sale,"holiday apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"REALITY SPOLU",Bratislava
JuUEgGZy7bV,sale,"holiday apartment","okres Žilina",Terchová,Terchová,"KORSO Project, s.r.o.",Žilina
Juo8y036wNc,rent,"2-room apartment","okres Bytča",Bytča,"Veľká Bytča","Fortio Popper s.r.o.",Bytča
JuPeIRhvo6g,rent,"2-room apartment","okres Martin",Martin,Stred,"BRATISLAVA REAL s.r.o.",Senec
Juq3ES8kVdO,rent,"2-room apartment","okres Martin",Martin,Stred,"B10 Slovensko, a. s.",Žilina
Ju6GKonKAZ1,sale,"holiday apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JupL8ZjnO78,rent,"1-room apartment","okres Žilina",Žilina,Vlčince,NULL,NULL
JuzI-cY3VGB,rent,"2-room apartment","okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
Jurvisl8PBq,rent,"2-room apartment","okres Martin",Martin,Stred,"Buby reality, s.r.o.",Žilina
JuaFgvo5Zms,sale,"3-room apartment","okres Martin",Martin,Stred,"B10 Slovensko, a. s.",Žilina
JuZWfK8jXMU,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","YFE, s.r.o.",Žilina
Ju-TqbMGsYQ,sale,"1-room apartment","okres Martin",Vrútky,NULL,"TUreality s.r.o.",Žilina
JuV4el-7B8H,sale,"3-room apartment","okres Žilina",Žilina,"Staré mesto","Financial Hotels Management, s.r.o.",Žilina
JuC3qFxZRHA,rent,"2-room apartment","okres Martin",Martin,Stred,"TARGETreal s. r. o.",Žilina
JuMvMAnJyAh,sale,"2-room apartment","okres Martin",Martin,Stred,"Reality Center, s.r.o.",Martin
JuOtmAhAnN-,rent,"3-room apartment","okres Žilina",Žilina,"Staré mesto","LAVENTURA s.r.o.",Žilina
Ju2vUj8wFP4,sale,"2-room apartment","okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL,NULL
Ju3mlVUzkyZ,sale,"2-room apartment","okres Martin",Sučany,Sučany,"TARGETreal s. r. o.",Žilina
JuogofXpdYk,sale,"holiday apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,liptoreal,"Liptovský Mikuláš"
Ju6MtpU11Ir,sale,"3-room apartment","okres Martin",Príbovce,Príbovce,"B10 Slovensko, a. s.",Žilina
Ju7oSLy3Fih,sale,"holiday apartment","okres Ružomberok",Ružomberok,Hrabovo,"All 4 Life, s.r.o.",Piešťany
JuuGHfugsJe,rent,"2-room apartment","okres Žilina",Terchová,Terchová,"WFG reality, s.r.o.",Žilina
JuK1Ou62x1-,rent,"2-room apartment","okres Martin",Martin,Stred,"RECLOUD Reality a.s.",Bratislava
JubVv2aiyY0,sale,"4-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"PROMINENT REAL s.r.o.",Bratislava
JuhBe2gFJxv,sale,"4-room apartment","okres Žilina",Žilina,Hliny,NULL,NULL
Juw-fZcag7r,sale,"3-room apartment","okres Žilina",Žilina,Hájik,"ODEKO manažment s.r.o.",Žilina
JuTBd7ApfBa,sale,"1-room apartment","okres Martin",Martin,Priekopa,"Eli real realitná kancelária",Košice
JuUG1bLiAAp,sale,"2-room apartment","okres Bytča","Veľké Rovné","Veľké Rovné",NULL,NULL
JudWP4utpDg,sale,"1-room apartment","okres Čadca",Čadca,Centrum,"TARGETreal s. r. o.",Žilina
JuajpkZsNxA,sale,"4-room apartment","okres Ružomberok",Ružomberok,"Staré mesto","A-Byt Consult, s.r.o.",Ružomberok
Jum1UMzjJKg,sale,"2-room apartment","okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
Ju4BxKT1MU9,sale,"holiday apartment","okres Žilina","Rajecké Teplice","Rajecké Teplice","Realitné kancelárie SR",Bratislava
JuQ9TAROpsL,sale,"3-room apartment","okres Čadca",Čadca,Centrum,"PhDr. Miloš Kocúr - BKM Consulting",Skalité
JuTSuAfPUaV,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","Tatry mountain resorts, a.s.","Liptovský Mikuláš"
Juqt_RyaYSM,sale,"4-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuxOi4dlZ8Z,rent,"2-room apartment","okres Martin",Martin,Košúty,"Reality Alpia",Martin
JuPxUBuwHJ4,sale,"4-room apartment","okres Žilina",Žilina,Hliny,"RIEŠIME BÝVANIE",Bratislava
JuWJdu9GaUY,sale,"2-room apartment","okres Žilina",Kunerad,Kunerad,NULL,NULL
JuxSKEPCvI9,rent,"1-room apartment","okres Čadca",Oščadnica,Oščadnica,"JPE. Reality - Jozef Pajer",Čadca
Juk34S4WJno,sale,"3-room apartment","okres Žilina",Žilina,Hliny,"MGM reality",Žilina
JuBHdW0whmB,sale,"3-room apartment","okres Martin",Martin,Ľadoveň,"B10 Slovensko, a. s.",Žilina
Ju0roQQA2MK,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","Banská Bystrica"
JugFcThrxWKY,sale,"3-room apartment","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,G-REAL,"Liptovský Mikuláš"
JumIry3ptkT,rent,"2-room apartment","okres Námestovo",Mútne,Mútne,"BeMi realitná kancelária",Nitra
JuJkIhlhMxu,rent,"3-room apartment","okres Čadca",Čadca,Kyčerka,"1. Reality Rent, s.r.o.",Žilina
JuJvkR7cHC5,sale,"3-room apartment","okres Martin",Lipovec,Lipovec,"Realitná kancelária",Bratislava
JuPAGeZeFHi,sale,"2-room apartment","okres Dolný Kubín","Dolný Kubín",Brezovec,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuFc31jRHf3,sale,"2-room apartment","okres Žilina",Žilina,Vlčince,NULL,NULL
Jux8wTB74lK,sale,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","AstonReal s.r.o.","Banská Bystrica"
JuHzNQ7Qr-d,sale,"3-room apartment","okres Martin",Martin,Jahodníky,"Realitná kancelária",Bratislava
JuWNJll5MyrA,sale,"3-room apartment","okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JunnDIKOU8H,rent,"2-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,NULL,NULL
JuvSfTkJipf,sale,"2-room apartment","okres Ružomberok",Ružomberok,Baničné,"ODEKO manažment s.r.o.",Žilina
Ju1CJs1XMWM,rent,"2-room apartment","okres Martin",Martin,Stred,NULL,NULL
Ju52OxQfZ-e,rent,"3-room apartment","okres Dolný Kubín","Dolný Kubín",Brezovec,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JulIgw-I980,sale,"studio apartment","okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota","Direct Real, spol. s r.o.",Bratislava
JutKisdKgjR,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JulDE6qv7sX,sale,"4-room apartment","okres Žilina",Žilina,"Staré mesto","Realitná kancelária DOM",Žilina
Ju_WUvCjVPC,sale,"holiday apartment","okres Ružomberok",Bešeňová,Bešeňová,"Reality Alpia",Martin
JuI7RPoOfX3,sale,"3-room apartment","okres Čadca",Turzovka,Stred,"Reality IQ, s.r.o.",Žilina
Jug8bqAUxzc,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","HD reality group s.r.o","Banská Bystrica"
JuNYFhhNxB9,sale,"holiday apartment","okres Martin",Martin,Stred,"Buby reality, s.r.o.",Žilina
JuTJKH0pdjPh,sale,"4-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",NULL,"TUreality s.r.o.",Žilina
JuyttBliR9C,sale,"3-room apartment","okres Žilina","Rajecké Teplice","Rajecké Teplice","B10 Slovensko, a. s.",Žilina
JuMi-Tt27An,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,"STRATEGIC REALITY","Liptovský Mikuláš"
JuWmtnyPS8K,sale,"3-room apartment","okres Martin",Lipovec,Lipovec,"B10 Slovensko, a. s.",Žilina
Juv5BxkBnXj,sale,"4-room apartment","okres Žilina",Žilina,Hájik,"Realitná kancelária",Bratislava
Juhppb1YIBH,sale,"2-room apartment","okres Ružomberok",Ružomberok,Hrabovo,"FISCHER & PARTNERS, s.r.o.",Ružomberok
Juug2Jz1Pse,rent,"1-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","KA Real","Banská Bystrica"
JuUcmtKJgcX,sale,"2-room apartment","okres Žilina",Žilina,"Staré mesto","HD reality group s.r.o","Banská Bystrica"
JuZrguawZAO,sale,"2-room apartment","okres Bytča",Bytča,"Veľká Bytča",NULL,NULL
JuR_XmdYxiI,rent,"1-room apartment","okres Martin",Martin,Stred,"Reality Alpia",Martin
JugHDSXoGA9,sale,"3-room apartment","okres Čadca",Turzovka,Stred,"bezmaklérov, s.r.o.",Žilina
Ju7QL5RGfkF,sale,"studio apartment","okres Bytča",Kotešová,Kotešová,"Reality Alpia",Martin
JuKdeWhe2o7,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",Limaxreal,"Liptovský Mikuláš"
JuN5ogzbwb6,sale,"studio apartment","okres Žilina",Žilina,Vlčince,"MGM reality",Žilina
JukyEz3oR2iD,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","Direct Real, spol. s r.o.",Bratislava
JuUrOuQWCVS,sale,"3-room apartment","okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo,"TUreality s.r.o.",Žilina
JuOrA9qwl7f,sale,"3-room apartment","okres Turčianske Teplice","Turčianske Teplice",Stred,"TUreality s.r.o.",Žilina
JuwL1ope4JQ,rent,"2-room apartment","okres Žilina",Žilina,Hliny,NULL,NULL
JuGLEI81NEj,sale,"3-room apartment","okres Žilina",Žilina,"Staré mesto","MGM reality",Žilina
Jur94HxnWLm,rent,"studio apartment","okres Čadca",Čadca,Kyčerka,"JPE. Reality - Jozef Pajer",Čadca
Ju3hr4RXLjv,sale,maisonette,"okres Čadca",Čadca,Centrum,"RECLOUD Reality a.s.",Bratislava
JugZ1tAn0SZ,rent,"1-room apartment","okres Martin",Martin,Jahodníky,NULL,NULL
Juc_BdIYUe1,rent,"3-room apartment","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec",NULL,NULL
JuOs2hhR_fq,sale,"1-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","HALO reality, s.r.o.",Prievidza
JuWjsR8x7Sv,rent,"2-room apartment","okres Martin",Vrútky,NULL,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Ju89eBckNJI,sale,"2-room apartment","okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
JuUeGi9MZcI,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuztOys4YDo,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","J.M.H. s.r.o.","Liptovský Hrádok"
JuBe2LSvIsNx,sale,"2-room apartment","okres Ružomberok","Liptovská Teplá","Liptovská Teplá","AstonReal s.r.o.","Banská Bystrica"
JuX5UJf-pU4,sale,"holiday apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
Juh8S_7FwJj,sale,"1-room apartment","okres Tvrdošín",Tvrdošín,Medvedzie,"Vianema s.r.o.",Bratislava
JukRhMNGZ-C,sale,"2-room apartment","okres Ružomberok",Ružomberok,Roveň,NULL,NULL
JunH90jZGku,sale,"1-room apartment","okres Žilina",Žilina,Bytčica,"Effecting s.r.o.",Bratislava
JuzxsN9HYse,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"OVERENÉ REALITY","Banská Bystrica"
JulRM1RZW6m,rent,"4-room apartment","okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JuIVEdX9aqM,sale,"2-room apartment","okres Martin",Martin,Sever,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Ju23LHSYosl,sale,"1-room apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",G-REAL,"Liptovský Mikuláš"
JuNnPRzxLFf,rent,"2-room apartment","okres Žilina",Žilina,Hliny,NULL,NULL
JuMfaZM03jX,sale,"3-room apartment","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","TUreality s.r.o.",Žilina
Ju1KgFqJaOR,sale,"2-room apartment","okres Liptovský Mikuláš","Malé Borové","Malé Borové","REALITY FAIR","Banská Bystrica"
Ju4lgcUtMo2,rent,"2-room apartment","okres Žilina",Žilina,"Staré mesto","X-REAL, s. r. o.",Žilina
Ju2DPhpZEXH,sale,"4-room apartment","okres Žilina",Žilina,"Staré mesto","KORSO Project, s.r.o.",Žilina
