location_district,location_area,agency,count,rank_no
"okres Martin",Trnovo,"Realitné kancelárie SR",1,2
"okres Martin",Turany,"BALAŽI REAL ESTATE s.r.o.",4,1
"okres Martin",Turany,"Like Reality s.r.o.",3,2
"okres Martin",Turany,"Reality Alpia",2,3
"okres Martin",Turany,"FINREA - ak vám záleží na výsledku",2,4
"okres Martin",Turany,"Realitná kancelária",2,5
"okres Martin",Turany,"Reality D.P.A.",2,6
"okres Martin",Turany,"LIF REAL",1,7
"okres Martin",Turany,"MartinTham s. r. o.",1,8
"okres Martin",Turany,"TUreality s.r.o.",1,9
"okres Martin",Turany,"Reality ASTORIA, s.r.o.",1,10
"okres Martin",Turany,"RE/MAX Slovakia",1,11
"okres Martin",Turany,"Reality MT s.r.o.",1,12
"okres Martin",Turany,"MS Alpex, k.s.",1,13
"okres Martin",Turany,"Realitné kancelárie SR",1,14
"okres Martin",Turany,"Reality Center, s.r.o.",1,15
"okres Martin","Turčianska Štiavnička","ALT REAL, s.r.o.",1,1
"okres Martin","Turčianska Štiavnička","Reality Center, s.r.o.",1,2
"okres Martin","Turčianska Štiavnička","Reality MT s.r.o.",1,3
"okres Martin","Turčianska Štiavnička","LEVEL REAL, s.r.o.",1,4
"okres Martin","Turčianska Štiavnička","LICITOR group, a.s.",1,5
"okres Martin","Turčianska Štiavnička","LuxReality, s.r.o.",1,6
"okres Martin","Turčianske Jaseno","B10 Slovensko, a. s.",1,1
"okres Martin","Turčianske Jaseno","LIF REAL",1,2
"okres Martin","Turčianske Jaseno","MAX PROFI REALITY",1,3
"okres Martin","Turčianske Kľačany","B10 Slovensko, a. s.",2,1
"okres Martin","Turčianske Kľačany","Reality Center, s.r.o.",1,2
"okres Martin","Turčianske Kľačany","Realitné kancelárie SR",1,3
"okres Martin","Turčianske Kľačany","AstonReal s.r.o.",1,4
"okres Martin","Turčianske Kľačany","Mgr. Silvia Lukáčová - RealPoint",1,5
"okres Martin","Turčianske Kľačany","Reality AK, spol. s r.o.",1,6
"okres Martin","Turčianske Kľačany","Reality Turiec s.r o.",1,7
"okres Martin","Turčianske Kľačany","TUreality s.r.o.",1,8
"okres Martin","Turčianske Kľačany","Reality Alpia",1,9
"okres Martin","Turčianske Kľačany","Realitná kancelária",1,10
"okres Martin","Turčiansky Ďur","Real Reality Development s.r.o.",1,1
"okres Martin","Turčiansky Jaseno","ALT REAL, s.r.o.",1,1
"okres Martin","Turčiansky Peter","Piata Avenue",3,1
"okres Martin","Turčiansky Peter","ALT REAL, s.r.o.",2,2
"okres Martin","Turčiansky Peter","Realitná kancelária DR, s.r.o.",1,3
"okres Martin","Turčiansky Peter","Reality Center, s.r.o.",1,4
"okres Martin","Turčiansky Peter","Reality ASTORIA, s.r.o.",1,5
"okres Martin","Turčiansky Peter","Realitná kancelária",1,6
"okres Martin","Turčiansky Peter","Reality MT s.r.o.",1,7
"okres Martin","Turčiansky Peter","Reality D.P.A.",1,8
"okres Martin","Turčiansky Peter","TARGETreal s. r. o.",1,9
"okres Martin","Turčiansky Peter","Reality Alpia",1,10
"okres Martin",Valča,"Wealth Group, s.r.o.",4,1
"okres Martin",Valča,"B10 Slovensko, a. s.",3,2
"okres Martin",Valča,"ALT REAL, s.r.o.",2,3
"okres Martin",Valča,"Reality AK, spol. s r.o.",2,4
"okres Martin",Valča,"Realitné kancelárie SR",2,5
"okres Martin",Valča,"Reality Alpia",1,6
"okres Martin",Valča,"Reality D.P.A.",1,7
"okres Martin",Valča,"Vianema s.r.o.",1,8
"okres Martin",Valča,"Financie a reality od A po Z",1,9
"okres Martin",Valča,"Real Reality Development s.r.o.",1,10
"okres Martin",Valča,"RIGHT POWER DEVELOPMENT, s.r.o.",1,11
"okres Martin",Valča,"MGM reality",1,12
"okres Martin",Valča,"REALITY SPOLU",1,13
"okres Martin",Valča,"RECLOUD Reality a.s.",1,14
"okres Martin",Valča,"Piata Avenue",1,15
"okres Martin",Valča,"Reality MT s.r.o.",1,16
"okres Martin",Vrícko,"BALAŽI REAL ESTATE s.r.o.",2,1
"okres Martin",Vrícko,"Realitné kancelárie SR",1,2
"okres Martin",Vrícko,"Reality Alpia",1,3
"okres Martin",Vrícko,"RADO Reality",1,4
"okres Martin",Vrícko,"Romantické Chalupy, s.r.o.",1,5
"okres Martin",Žabokreky,"MAX PROFI REALITY",1,1
"okres Martin",Žabokreky,"Reality Center, s.r.o.",1,2
"okres Martin",Žabokreky,"ALT REAL, s.r.o.",1,3
"okres Martin",Žabokreky,"RIEŠIME BÝVANIE",1,4
"okres Martin",Žabokreky,"B10 Slovensko, a. s.",1,5
"okres Martin",Žabokreky,"Real Reality Development s.r.o.",1,6
"okres Martin",Žabokreky,"FINREA - ak vám záleží na výsledku",1,7
"okres Martin",Žabokreky,"Buby reality, s.r.o.",1,8
"okres Martin",Záborie,"Reality D.P.A.",1,1
"okres Martin",Záborie,"Like Reality s.r.o.",1,2
"okres Martin",Záturčia,"YNI reality",1,1
"okres Martin",Záturčie,"BALAŽI REAL ESTATE s.r.o.",8,1
"okres Martin",Záturčie,"Reality Center, s.r.o.",3,2
"okres Martin",Záturčie,"Buby reality, s.r.o.",3,3
"okres Martin",Záturčie,"TARGETreal s. r. o.",2,4
"okres Martin",Záturčie,"Realitná kancelária",2,5
"okres Martin",Záturčie,"Reality ASTORIA, s.r.o.",2,6
"okres Martin",Záturčie,"Like Reality s.r.o.",2,7
"okres Martin",Záturčie,"R2 SK, s.r.o.",1,8
"okres Martin",Záturčie,"Reality Turiec s.r o.",1,9
"okres Martin",Záturčie,"BENCONT DEVELOPMENT, a.s.",1,10
"okres Martin",Záturčie,"Real Reality Development s.r.o.",1,11
"okres Martin",Záturčie,"ALT REAL, s.r.o.",1,12
"okres Martin",Záturčie,"MGM reality",1,13
"okres Martin",Záturčie,"LIF REAL",1,14
"okres Martin",Záturčie,"Reality Alpia",1,15
"okres Martin",Záturčie,"TUreality s.r.o.",1,16
"okres Martin",Záturčie,"Mgr. Silvia Lukáčová - RealPoint",1,17
"okres Martin",Záturčie,"Realitná kancelária DR, s.r.o.",1,18
"okres Martin",Záturčie,"Realitné kancelárie SR",1,19
"okres Námestovo",Bobrov,"RK Dalmia s. r. o.",1,1
"okres Námestovo",Brehy,"BeMi realitná kancelária",2,1
"okres Námestovo",Brehy,"EVER SK, s.r.o.",1,2
"okres Námestovo",Brehy,"TUreality s.r.o.",1,3
"okres Námestovo",Čerchle,"BeMi realitná kancelária",1,1
"okres Námestovo",Hruštín,"RK Dalmia s. r. o.",1,1
"okres Námestovo",Hruštín,"OREA, s.r.o.",1,2
"okres Námestovo",Krušetnica,donidDevelop,1,1
"okres Námestovo",Krušetnica,"BeMi realitná kancelária",1,2
"okres Námestovo",Lokca,"RE/MAX Slovakia",1,1
"okres Námestovo",Lomná,"RE/MAX Slovakia",1,1
"okres Námestovo",Mútne,"BeMi realitná kancelária",4,1
"okres Námestovo",Novoť,"RIEŠIME BÝVANIE",2,1
"okres Námestovo","Oravská Jasenica","RE/MAX Slovakia",4,1
"okres Námestovo","Oravská Jasenica","RECLOUD Reality a.s.",2,2
"okres Námestovo","Oravská Lesná","Reality IQ, s.r.o.",1,1
"okres Námestovo","Oravská Lesná","BeMi realitná kancelária",1,2
"okres Námestovo","Oravská Lesná","RIEŠIME BÝVANIE",1,3
"okres Námestovo","Oravská Lesná","KUBALA REALITY, s.r.o.",1,4
"okres Námestovo","Oravská Lesná","OREA, s.r.o.",1,5
"okres Námestovo","Oravská Lesná","ZAJO Reality, s.r.o.",1,6
"okres Námestovo","Oravská Lesná","TUreality s.r.o.",1,7
"okres Námestovo","Oravská Lesná","Occam New Home",1,8
"okres Námestovo","Oravská Polhora","Bosen Group s.r.o.",1,1
"okres Námestovo","Oravská Polhora","OREA, s.r.o.",1,2
"okres Námestovo","Oravské Veselé","OREA, s.r.o.",3,1
"okres Námestovo","Oravské Veselé","BeMi realitná kancelária",2,2
"okres Námestovo","Oravské Veselé","Nové bývanie",1,3
"okres Námestovo","Oravské Veselé","TL Agentura s.r.o",1,4
"okres Námestovo",Polom,donidDevelop,1,1
"okres Námestovo",Rabča,"RE/MAX Slovakia",1,1
"okres Námestovo",Rabčice,"RE/MAX Slovakia",1,1
"okres Námestovo","Slanická Osada","BeMi realitná kancelária",1,1
"okres Námestovo","Slanická Osada","GRAVITAS a. s.",1,2
"okres Námestovo",Stred,"BeMi realitná kancelária",4,1
"okres Námestovo",Stred,"RIEŠIME BÝVANIE",1,2
"okres Námestovo",Ťapešovo,"BeMi realitná kancelária",1,1
"okres Námestovo",Ťapešovo,"Direct Real, spol. s r.o.",1,2
"okres Námestovo",Ťapešovo,"RE/MAX Slovakia",1,3
"okres Námestovo",Ťapešovo,"TUreality s.r.o.",1,4
"okres Námestovo",Vasiľov,"RK Dalmia s. r. o.",2,1
"okres Námestovo",Vavrečka,"bezmaklérov, s.r.o.",1,1
"okres Námestovo",Vavrečka,"VICTORY REALITY Residence s. r. o.",1,2
"okres Námestovo",Zákamenné,"RE/MAX Slovakia",1,1
"okres Námestovo",Zubrohlava,"BeMi realitná kancelária",3,1
"okres Námestovo",Zubrohlava,"MGM reality",1,2
"okres Námestovo",Zubrohlava,"Nové bývanie",1,3
"okres Námestovo",Zubrohlava,"RE/MAX Slovakia",1,4
"okres Námestovo",Zubrohlava,"RK Dalmia s. r. o.",1,5
"okres Ružomberok",Baničné,"ODEKO manažment s.r.o.",6,1
"okres Ružomberok",Baničné,"FISCHER & PARTNERS, s.r.o.",4,2
"okres Ružomberok",Baničné,"OVERENÉ REALITY",2,3
"okres Ružomberok",Baničné,"Reality Alpia",2,4
"okres Ružomberok",Baničné,"A-Byt Consult, s.r.o.",2,5
"okres Ružomberok",Baničné,"TUreality s.r.o.",1,6
"okres Ružomberok",Baničné,"RECLOUD Reality a.s.",1,7
"okres Ružomberok",Baničné,"LOYAL REALITY s.r.o.",1,8
"okres Ružomberok",Baničné,"FINREA - ak vám záleží na výsledku",1,9
"okres Ružomberok",Bešeňová,"Reality Alpia",5,1
"okres Ružomberok",Bešeňová,"OREA, s.r.o.",5,2
"okres Ružomberok",Bešeňová,"REALITY SPOLU",4,3
"okres Ružomberok",Bešeňová,"MK-CORP s.r.o.",3,4
"okres Ružomberok",Bešeňová,"RK SPIRIT s.r.o.",2,5
"okres Ružomberok",Bešeňová,"RESIDENCE realitná kancelária",2,6
"okres Ružomberok",Bešeňová,"XEMAR realitná spoločnosť s.r.o.",2,7
"okres Ružomberok",Bešeňová,jabyvam.sk,1,8
"okres Ružomberok",Bešeňová,"Apollo House",1,9
"okres Ružomberok","Biely Potok","IVANING, s. r. o.",2,1
"okres Ružomberok","Biely Potok","TUreality s.r.o.",1,2
"okres Ružomberok","Biely Potok","Romantické Chalupy, s.r.o.",1,3
"okres Ružomberok","Biely Potok","NajBývanie, s.r.o.",1,4
"okres Ružomberok","Biely Potok","Reality Alpia",1,5
"okres Ružomberok",Černová,"AstonReal s.r.o.",1,1
"okres Ružomberok",Gejdák,"REALITY SPOLU",1,1
"okres Ružomberok",Gejdák,"RECLOUD Reality a.s.",1,2
"okres Ružomberok",Hrabovo,"Reality Alpia",7,1
"okres Ružomberok",Hrabovo,"ARCHEUS Partners a.s.",2,2
"okres Ružomberok",Hrabovo,"NajBývanie, s.r.o.",2,3
"okres Ružomberok",Hrabovo,"DOMUM realitná spoločnosť s. r. o.",2,4
"okres Ružomberok",Hrabovo,"OREA, s.r.o.",1,5
"okres Ružomberok",Hrabovo,"All 4 Life, s.r.o.",1,6
"okres Ružomberok",Hrabovo,"FISCHER & PARTNERS, s.r.o.",1,7
"okres Ružomberok",Hrabovo,"Piešťany Reality",1,8
"okres Ružomberok",Hrabovo,"Domovia s. r. o.",1,9
"okres Ružomberok",Hrabovo,"Reality ELIÁŠ",1,10
"okres Ružomberok",Hrabovo,"Romantické Chalupy, s.r.o.",1,11
"okres Ružomberok",Hrabovo,"Top Real Košice s.r.o.",1,12
"okres Ružomberok",Hrabovo,"RK SPIRIT s.r.o.",1,13
"okres Ružomberok",Hrabovo,"Hulka REAL Plus s.r.o.",1,14
"okres Ružomberok",Hrboltová,"FINREA - ak vám záleží na výsledku",1,1
"okres Ružomberok",Hrboltová,"NajBývanie, s.r.o.",1,2
"okres Ružomberok",Hubová,"Reality Alpia",1,1
"okres Ružomberok",Hubová,"RESIDENCE realitná kancelária",1,2
"okres Ružomberok",Hubová,"REALITY SPOLU",1,3
"okres Ružomberok",Ivachnová,"TUreality s.r.o.",2,1
"okres Ružomberok",Ivachnová,"OVERENÉ REALITY",1,2
"okres Ružomberok",Ivachnová,"RE/MAX Slovakia",1,3
"okres Ružomberok",Ivachnová,"RESIDENCE realitná kancelária",1,4
"okres Ružomberok",Ivachnová,"Romantické Chalupy, s.r.o.",1,5
"okres Ružomberok",Ivachnová,"New Ways Reality&Financie",1,6
"okres Ružomberok",Kalameny,"OVERENÉ REALITY",1,1
"okres Ružomberok",Kalameny,"NajBývanie, s.r.o.",1,2
"okres Ružomberok",Klačno,"AstonReal s.r.o.",2,1
"okres Ružomberok",Klačno,"NajBývanie, s.r.o.",1,2
"okres Ružomberok",Klačno,"LOYAL REALITY s.r.o.",1,3
"okres Ružomberok",Klačno,"OVERENÉ REALITY",1,4
"okres Ružomberok",Klačno,"BEEVAM, s.r.o.",1,5
"okres Ružomberok",Klačno,"Reality Alpia",1,6
"okres Ružomberok",Komjatná,"AstonReal s.r.o.",1,1
"okres Ružomberok",Komjatná,"NajBývanie, s.r.o.",1,2
"okres Ružomberok",Komjatná,"VAŠA REALITKA s.r.o.",1,3
"okres Ružomberok",Komjatná,"FINREA - ak vám záleží na výsledku",1,4
"okres Ružomberok",Likavka,"AstonReal s.r.o.",2,1
"okres Ružomberok",Likavka,"Reality Alpia",1,2
"okres Ružomberok",Likavka,"Bosen Group s.r.o.",1,3
"okres Ružomberok",Likavka,"OREA, s.r.o.",1,4
"okres Ružomberok",Likavka,"PSynchro RK31",1,5
"okres Ružomberok",Likavka,"OVERENÉ REALITY",1,6
"okres Ružomberok","Liptovská Lúžna","Obec Liptovská Lúžna",3,1
"okres Ružomberok","Liptovská Lúžna","REALITY SPOLU",2,2
"okres Ružomberok","Liptovská Lúžna","Romantické Chalupy, s.r.o.",1,3
"okres Ružomberok","Liptovská Lúžna","HALO reality, s.r.o.",1,4
"okres Ružomberok","Liptovská Lúžna","NajBývanie, s.r.o.",1,5
"okres Ružomberok","Liptovská Lúžna","OVERENÉ REALITY",1,6
"okres Ružomberok","Liptovská Lúžna","VAŠA REALITKA s.r.o.",1,7
"okres Ružomberok","Liptovská Osada","Romantické Chalupy, s.r.o.",2,1
"okres Ružomberok","Liptovská Osada","AstonReal s.r.o.",1,2
"okres Ružomberok","Liptovská Osada","Joyel s.r.o.",1,3
"okres Ružomberok","Liptovská Osada","XEMAR realitná spoločnosť s.r.o.",1,4
"okres Ružomberok","Liptovská Štiavnica","ALT REAL, s.r.o.",2,1
"okres Ružomberok","Liptovská Štiavnica","Reality Alpia",1,2
"okres Ružomberok","Liptovská Štiavnica","NajBývanie, s.r.o.",1,3
"okres Ružomberok","Liptovská Štiavnica","AstonReal s.r.o.",1,4
"okres Ružomberok","Liptovská Štiavnica","bezmaklérov, s.r.o.",1,5
"okres Ružomberok","Liptovská Štiavnica","OVERENÉ REALITY",1,6
"okres Ružomberok","Liptovská Štiavnica","RE/MAX Slovakia",1,7
"okres Ružomberok","Liptovská Teplá","AstonReal s.r.o.",4,1
"okres Ružomberok","Liptovská Teplá",Limaxreal,2,2
"okres Ružomberok","Liptovská Teplá",donidDevelop,2,3
"okres Ružomberok","Liptovská Teplá","OVERENÉ REALITY",1,4
"okres Ružomberok","Liptovská Teplá","FINREA - ak vám záleží na výsledku",1,5
"okres Ružomberok","Liptovská Teplá","TUreality s.r.o.",1,6
"okres Ružomberok","Liptovské Revúce","Reality Alpia",3,1
"okres Ružomberok","Liptovské Revúce","RK SPIRIT s.r.o.",1,2
"okres Ružomberok","Liptovské Revúce","RE/MAX Slovakia",1,3
"okres Ružomberok","Liptovské Revúce","XEMAR realitná spoločnosť s.r.o.",1,4
"okres Ružomberok","Liptovské Revúce","KOSIBA reality s.r.o.",1,5
"okres Ružomberok","Liptovské Revúce","Romantické Chalupy, s.r.o.",1,6
"okres Ružomberok","Liptovské Revúce","bezmaklérov, s.r.o.",1,7
"okres Ružomberok","Liptovské Sliače","Apollo House",9,1
"okres Ružomberok","Liptovské Sliače",donidDevelop,2,2
"okres Ružomberok","Liptovské Sliače","LAWIS s.r.o.",1,3
"okres Ružomberok","Liptovské Sliače","Good Reality s.r.o.",1,4
"okres Ružomberok","Liptovské Sliače","TUreality s.r.o.",1,5
"okres Ružomberok","Liptovské Sliače","VAŠA REALITKA s.r.o.",1,6
"okres Ružomberok","Liptovské Sliače","AstonReal s.r.o.",1,7
"okres Ružomberok","Liptovský Michal","OVERENÉ REALITY",1,1
"okres Ružomberok","Liptovský Michal","FISCHER & PARTNERS, s.r.o.",1,2
"okres Ružomberok","Liptovský Michal","REALITY SPOLU",1,3
"okres Ružomberok",Lisková,"ALT REAL, s.r.o.",1,1
"okres Ružomberok",Lisková,"RK VILLEA, s. r. o.",1,2
"okres Ružomberok",Lisková,"OVERENÉ REALITY",1,3
"okres Ružomberok",Lisková,"RK Dalmia s. r. o.",1,4
"okres Ružomberok",Lisková,"RE/MAX Slovakia",1,5
"okres Ružomberok",Ľubochňa,"TUreality s.r.o.",1,1
"okres Ružomberok",Ľubochňa,"IVANING, s. r. o.",1,2
"okres Ružomberok",Ľubochňa,"ARBIZ real estate & finance s. r. o.",1,3
"okres Ružomberok",Lúčky,"Reality Alpia",2,1
"okres Ružomberok",Lúčky,donidDevelop,1,2
"okres Ružomberok",Lúčky,"NajBývanie, s.r.o.",1,3
"okres Ružomberok",Lúčky,"Romantické Chalupy, s.r.o.",1,4
"okres Ružomberok",Ludrová,"NajBývanie, s.r.o.",3,1
"okres Ružomberok",Ludrová,"Reality Alpia",2,2
"okres Ružomberok",Ludrová,"Romantické Chalupy, s.r.o.",1,3
"okres Ružomberok",Ludrová,"AstonReal s.r.o.",1,4
"okres Ružomberok",Martinček,"TUreality s.r.o.",1,1
"okres Ružomberok","Nová Hrboltová","Reality Alpia",1,1
"okres Ružomberok","Nová Hrboltová","RK SPIRIT s.r.o.",1,2
"okres Ružomberok","Pod Skalami","RE/MAX Slovakia",1,1
"okres Ružomberok","Pod Skalami","FISCHER & PARTNERS, s.r.o.",1,2
"okres Ružomberok",Podsuchá,"REALITY SPOLU",1,1
"okres Ružomberok",Polík,"GARANT REALITY",1,1
"okres Ružomberok",Polík,"AstonReal s.r.o.",1,2
"okres Ružomberok",Polík,"OVERENÉ REALITY",1,3
"okres Ružomberok",Polík,"RK Dalmia s. r. o.",1,4
"okres Ružomberok",Polík,"Reality Alpia",1,5
"okres Ružomberok","Revúcka dolina","PhDr. Miloš Kocúr - BKM Consulting",1,1
"okres Ružomberok",Roveň,"ODEKO manažment s.r.o.",10,1
"okres Ružomberok",Roveň,"NajBývanie, s.r.o.",5,2
"okres Ružomberok",Roveň,"RK SPIRIT s.r.o.",2,3
"okres Ružomberok",Roveň,"A-Byt Consult, s.r.o.",1,4
"okres Ružomberok",Roveň,"AstonReal s.r.o.",1,5
"okres Ružomberok",Roveň,"Direct Real, spol. s r.o.",1,6
"okres Ružomberok",Roveň,"Reality Alpia",1,7
"okres Ružomberok",Roveň,"RE/MAX Slovakia",1,8
"okres Ružomberok",Rybárpole,"NajBývanie, s.r.o.",2,1
"okres Ružomberok",Rybárpole,"A-Byt Consult, s.r.o.",1,2
"okres Ružomberok",Stankovany,"BeMi realitná kancelária",1,1
"okres Ružomberok",Stankovany,"NajBývanie, s.r.o.",1,2
"okres Ružomberok",Stankovany,"ARBIZ real estate & finance s. r. o.",1,3
"okres Ružomberok",Stankovany,"OVERENÉ REALITY",1,4
"okres Ružomberok","Staré mesto","Reality Alpia",5,1
"okres Ružomberok","Staré mesto","A-Byt Consult, s.r.o.",2,2
"okres Ružomberok","Staré mesto","NajBývanie, s.r.o.",2,3
"okres Ružomberok","Staré mesto","FatraReal s. r. o.",1,4
"okres Ružomberok","Staré mesto","BB - REALITY,  s.r.o.",1,5
"okres Ružomberok","Staré mesto","AstonReal s.r.o.",1,6
"okres Ružomberok","Staré mesto","ALT REAL, s.r.o.",1,7
"okres Ružomberok","Staré mesto","bezmaklérov, s.r.o.",1,8
"okres Ružomberok","Staré mesto","RE/MAX Slovakia",1,9
"okres Ružomberok","Staré mesto","OVERENÉ REALITY",1,10
"okres Ružomberok","Staré mesto","BeMi realitná kancelária",1,11
"okres Ružomberok","Staré mesto","RIEŠIME BÝVANIE",1,12
"okres Ružomberok",Štiavnička,"NajBývanie, s.r.o.",1,1
"okres Ružomberok",Švošov,"REALITY SPOLU",1,1
"okres Ružomberok",Turík,"Romantické Chalupy, s.r.o.",1,1
"okres Ružomberok",Turík,"TUreality s.r.o.",1,2
"okres Ružomberok","Valaská Dubová","KARIN & PARTNERS, s.r.o.",1,1
"okres Turčianske Teplice",Abramová,"B10 Slovensko, a. s.",1,1
"okres Turčianske Teplice",Blažovce,"FINREA - ak vám záleží na výsledku",1,1
"okres Turčianske Teplice",Bodorová,"TARGETreal s. r. o.",1,1
"okres Turčianske Teplice",Brieštie,"HALO reality, s.r.o.",1,1
"okres Turčianske Teplice",Brieštie,"Romantické Chalupy, s.r.o.",1,2
"okres Turčianske Teplice",Brieštie,"B10 Slovensko, a. s.",1,3
"okres Turčianske Teplice",Budiš,"Reality AK, spol. s r.o.",2,1
"okres Turčianske Teplice",Budiš,"Reality MT s.r.o.",1,2
"okres Turčianske Teplice",Budiš,"B10 Slovensko, a. s.",1,3
"okres Turčianske Teplice",Čremošné,"BALAŽI REAL ESTATE s.r.o.",2,1
"okres Turčianske Teplice",Čremošné,"Reality ASTORIA, s.r.o.",1,2
"okres Turčianske Teplice",Čremošné,"Romantické Chalupy, s.r.o.",1,3
"okres Turčianske Teplice",Diviaky,"Reality MT s.r.o.",4,1
"okres Turčianske Teplice",Diviaky,"AstonReal s.r.o.",2,2
"okres Turčianske Teplice",Diviaky,"LICITOR group, a.s.",1,3
"okres Turčianske Teplice",Diviaky,"Realitné kancelárie SR",1,4
"okres Turčianske Teplice",Diviaky,"OVERENÉ REALITY",1,5
"okres Turčianske Teplice",Diviaky,"JMB REALITY s.r.o.",1,6
"okres Turčianske Teplice","Dolná Štubňa","Realitná kancelária",1,1
"okres Turčianske Teplice",Dubové,"RES GROUP, s.r.o.",3,1
"okres Turčianske Teplice",Dubové,"Realitné kancelárie SR",1,2
"okres Turčianske Teplice",Dubové,"Ing.Zuzana Paverová",1,3
"okres Turčianske Teplice",Háj,"Reality férovo, s. r. o.",1,1
"okres Turčianske Teplice",Háj,"TARGETreal s. r. o.",1,2
"okres Turčianske Teplice",Háj,"RES GROUP, s.r.o.",1,3
"okres Turčianske Teplice",Háj,"OVERENÉ REALITY",1,4
"okres Turčianske Teplice","Horná Štubňa","Romantické Chalupy, s.r.o.",5,1
"okres Turčianske Teplice","Horná Štubňa","TARGETreal s. r. o.",2,2
"okres Turčianske Teplice","Horná Štubňa","Realitná kancelária",2,3
"okres Turčianske Teplice","Horná Štubňa","BV REAL PD, s.r.o.",2,4
"okres Turčianske Teplice","Horná Štubňa","BALAŽI REAL ESTATE s.r.o.",2,5
"okres Turčianske Teplice","Horná Štubňa","ŽILINAREAL, s.r.o.",1,6
"okres Turčianske Teplice","Horná Štubňa","FINREA - ak vám záleží na výsledku",1,7
"okres Turčianske Teplice","Horná Štubňa","Nové bývanie",1,8
"okres Turčianske Teplice","Horná Štubňa","TUreality s.r.o.",1,9
"okres Turčianske Teplice","Horná Štubňa","HALO reality, s.r.o.",1,10
"okres Turčianske Teplice","Horná Štubňa","RIEŠIME BÝVANIE",1,11
"okres Turčianske Teplice","Horná Štubňa","Pegas real s.r.o.",1,12
"okres Turčianske Teplice","Horná Štubňa","PROXAM reality s.r.o.",1,13
"okres Turčianske Teplice",Jazernica,"Reality AK, spol. s r.o.",3,1
"okres Turčianske Teplice",Jazernica,"TARGETreal s. r. o.",1,2
"okres Turčianske Teplice",Jazernica,"Realitné kancelárie SR",1,3
"okres Turčianske Teplice",Kaľamenová,"REALITY SPOLU",2,1
"okres Turčianske Teplice",Kaľamenová,"Reality Alpia",1,2
"okres Turčianske Teplice","Malý Čepčín","RIEŠIME BÝVANIE",1,1
"okres Turčianske Teplice","Malý Čepčín","Realitná kancelária",1,2
"okres Turčianske Teplice","Malý Čepčín","Reality Center, s.r.o.",1,3
"okres Turčianske Teplice","Malý Čepčín","OVERENÉ REALITY",1,4
"okres Turčianske Teplice","Malý Čepčín","TUreality s.r.o.",1,5
"okres Turčianske Teplice",Mošovce,"Real Reality Development s.r.o.",2,1
"okres Turčianske Teplice",Mošovce,"Reality MT s.r.o.",1,2
"okres Turčianske Teplice",Mošovce,"LIF REAL",1,3
"okres Turčianske Teplice",Mošovce,"RE/MAX Slovakia",1,4
"okres Turčianske Teplice",Mošovce,"Reality AK, spol. s r.o.",1,5
"okres Turčianske Teplice",Mošovce,"YNI reality",1,6
"okres Turčianske Teplice",Mošovce,"ALT REAL, s.r.o.",1,7
"okres Turčianske Teplice",Mošovce,"Reality D.P.A.",1,8
"okres Turčianske Teplice",Mošovce,"Realitná kancelária",1,9
"okres Turčianske Teplice",Mošovce,"Vianema s.r.o.",1,10
"okres Turčianske Teplice",Rakša,"TUreality s.r.o.",1,1
"okres Turčianske Teplice",Rudno,"Realitná kancelária DR, s.r.o.",1,1
"okres Turčianske Teplice",Rudno,"Romantické Chalupy, s.r.o.",1,2
"okres Turčianske Teplice",Sklené,"Realitná kancelária",3,1
"okres Turčianske Teplice",Sklené,"Romantické Chalupy, s.r.o.",1,2
"okres Turčianske Teplice",Sklené,"KARIN & PARTNERS, s.r.o.",1,3
"okres Turčianske Teplice",Sklené,"DOBRÉ REALITY s.r.o.",1,4
"okres Turčianske Teplice",Sklené,"BeMi realitná kancelária",1,5
"okres Turčianske Teplice",Sklené,"HERRYS s.r.o.",1,6
"okres Turčianske Teplice",Sklené,"LIF REAL",1,7
"okres Turčianske Teplice",Sklené,"BV REAL PD, s.r.o.",1,8
"okres Turčianske Teplice",Sklené,"TARGETreal s. r. o.",1,9
"okres Turčianske Teplice",Sklené,"RIEŠIME BÝVANIE",1,10
"okres Turčianske Teplice",Sklené,"Reality D.P.A.",1,11
"okres Turčianske Teplice","Slovenské Pravno","FINREA - ak vám záleží na výsledku",2,1
"okres Turčianske Teplice","Slovenské Pravno","Ing.Zuzana Paverová",1,2
"okres Turčianske Teplice","Slovenské Pravno","Realitné kancelárie SR",1,3
"okres Turčianske Teplice","Slovenské Pravno","Reality Alpia",1,4
"okres Turčianske Teplice","Slovenské Pravno","DOBRÉ REALITY s.r.o.",1,5
"okres Turčianske Teplice","Slovenské Pravno",Urbanista,1,6
"okres Turčianske Teplice",Stred,"TARGETreal s. r. o.",7,1
"okres Turčianske Teplice",Stred,"Ing.Zuzana Paverová",2,2
"okres Turčianske Teplice",Stred,"Reality MT s.r.o.",1,3
"okres Turčianske Teplice",Stred,"RIEŠIME BÝVANIE",1,4
"okres Turčianske Teplice",Stred,"Svoboda&Williams Slovakia s.r.o.",1,5
"okres Turčianske Teplice",Stred,"Estate Invest",1,6
"okres Turčianske Teplice",Stred,"Realitné kancelárie SR",1,7
"okres Turčianske Teplice",Stred,"Reality Alpia",1,8
"okres Turčianske Teplice",Stred,"IDEÁLNE BÝVANIE, s.r.o.",1,9
"okres Turčianske Teplice",Stred,"Arvin & Benet",1,10
"okres Turčianske Teplice",Stred,"TUreality s.r.o.",1,11
