offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area
JuWRJBDqxZU,sale,house,86,"new construction","okres Martin",Martin,Jahodníky
JucU49przXp,sale,house,80,"partially renovated","okres Žilina",Žilina,Bytčica
JuHloqFiiMy,sale,house,109,"new construction","okres Bytča","Veľké Rovné","Veľké Rovné"
JuMF2TBH415,sale,house,240,"fully renovated","okres Čadca",Čadca,Podzávoz
Juj5mPJZurA,sale,house,190,"partially renovated","okres Ružomberok",Kalameny,Kalameny
Ju0MEaj2qZ5,sale,house,500,"new construction","okres Žilina",Svederník,Svederník
JukV9h68kmJ,sale,house,879,"partially renovated","okres Žilina",Lietava,Lietava
JurmJUyDt1Y,sale,house,250,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš",Ploštín
JuIUgSVHd_-,sale,house,797,"partially renovated","okres Dolný Kubín",Malatiná,Malatiná
JuSpPsKRXfN,sale,house,150,"partially renovated","okres Žilina","Rajecká Lesná","Rajecká Lesná"
JuNuINWKCa2,sale,house,274,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuElQR6VJXT,sale,house,221,"new construction","okres Žilina",Varín,Varín
JugpfnfthRi,sale,house,180,"fully renovated","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
Ju7u3ZsxEKq,rent,house,250,"fully renovated","okres Žilina",Žilina,Závodie
JuXgUKUYl2D,sale,house,200,"new construction","okres Martin",Valča,Valča
JunQKWe1VdC,sale,house,185,"new construction","okres Čadca",Raková,Raková
JuBRCEsLH8a,sale,house,170,"partially renovated","okres Turčianske Teplice","Turčianske Teplice",Diviaky
JunnoZAS6r4,sale,house,684,"fully renovated","okres Žilina",Šuja,Šuja
JubDt8HjaHe,sale,house,160,unrenovated,"okres Čadca",Turzovka,Turkov
JuezaaUAQTl,sale,house,700,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuQDs3mKg8t,sale,house,173,"fully renovated","okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JuLMYErMTc7,sale,house,232,"fully renovated","okres Tvrdošín",Nižná,Nižná
JucjxVVq04h,sale,house,150,"fully renovated","okres Turčianske Teplice","Malý Čepčín","Malý Čepčín"
Juu8tQQ6S3G,sale,house,150,"new construction","okres Žilina",Terchová,Terchová
JumTdoXdYLm,sale,house,556,"new construction","okres Žilina",Svederník,Svederník
JurRSzjWlL8,sale,house,431,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec
JuriX67hMEI,sale,house,150,"new construction","okres Martin",Martin,Tomčany
JuxO5mp6Vad,sale,house,240,"new construction","okres Ružomberok",Švošov,Švošov
JuO-ay8jwWD,sale,house,200,"new construction","okres Martin","Turčiansky Peter","Turčiansky Peter"
JuJID0tPHnq,sale,house,148,"new construction","okres Námestovo","Oravská Polhora","Oravská Polhora"
JuLBQXVqbdX,sale,house,80,"new construction","okres Liptovský Mikuláš",Bukovina,Bukovina
Ju7eOmn6zgP,sale,house,260,"fully renovated","okres Čadca",Oščadnica,Oščadnica
JuZ8oOwqQdG,sale,house,250,"fully renovated","okres Turčianske Teplice","Turčianske Teplice","Dolná Štubňa"
Juw93jw-f31,sale,house,NULL,unrenovated,"okres Liptovský Mikuláš",Hybe,Hybe
JuARm8MK_Jy,sale,house,250,unrenovated,"okres Čadca",Olešná,Olešná
Jus9h_TYBDi,sale,house,808,unrenovated,"okres Martin",Martin,Ľadoveň
JuUZocInHXW,rent,house,90,"new construction","okres Námestovo",Námestovo,Stred
JuNTZT4Nroa,sale,house,250,"new construction","okres Žilina",Žilina,"Žilinská Lehota"
JurxVAeUfVk,sale,house,200,unrenovated,"okres Martin",Belá-Dulice,Belá-Dulice
JuAaa-osCgW,sale,house,84,"partially renovated","okres Turčianske Teplice",Turček,Turček
Ju2kIhSkruG,sale,house,310,"partially renovated","okres Kysucké Nové Mesto",Nesluša,Nesluša
Ju4FJGWuX8K,sale,house,NULL,unrenovated,"okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou"
JuuW_lWTRhF,sale,house,102,"new construction","okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
JuZWywKzXos,sale,house,105,"fully renovated","okres Kysucké Nové Mesto",Snežnica,Snežnica
JunnDHXXyHF,sale,house,1557,"partially renovated","okres Martin",Martin,"Kolónia Hviezda"
JuehhqekRE3,sale,house,93,"new construction","okres Martin",Sučany,Sučany
JuUIjP7PegI,sale,house,87,"new construction","okres Tvrdošín",Habovka,Habovka
JueF3aQCPcy,sale,house,200,"new construction","okres Dolný Kubín","Oravská Poruba","Oravská Poruba"
Jux6Z04Xzh-,sale,house,409,unrenovated,"okres Ružomberok",Ružomberok,"Staré mesto"
JudcWud0S5R,sale,house,429,"new construction","okres Čadca",Oščadnica,Oščadnica
JuWsjVyvGYF,sale,house,515,"fully renovated","okres Žilina",Žilina,Budatín
Ju2Af8_9s5q,sale,house,148,"partially renovated","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuXODWR0O8-,sale,house,300,unrenovated,"okres Liptovský Mikuláš","Malé Borové","Malé Borové"
JuZIWdD4tzb,sale,house,200,"new construction","okres Martin",Valča,Valča
JuOZyO98HPQT,sale,house,90,unrenovated,"okres Martin",Sučany,Sučany
JuPaAE99_20,sale,house,NULL,"new construction","okres Ružomberok",Ružomberok,Gejdák
JuRjiZLlPKY,sale,house,207,"new construction","okres Žilina",Hôrky,Hôrky
JueEpOsUCTO,sale,house,100,unrenovated,"okres Martin",Nolčovo,Nolčovo
JugQaDVNZYB,sale,house,110,unrenovated,"okres Čadca",Oščadnica,Oščadnica
Ju6B6hGeR8q,sale,house,200,"partially renovated","okres Žilina",Rajec,Rajec
JuLCVpKj44A,sale,house,236,"partially renovated","okres Turčianske Teplice",Čremošné,Čremošné
JuKaa51rOO4,sale,house,127,"new construction","okres Žilina",Turie,Turie
JuEn5otkiFX,sale,house,250,unrenovated,"okres Martin",Martin,Stráne
JuzvCto22Um,sale,house,211,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
JuTP76BJSu5,sale,house,200,"partially renovated","okres Tvrdošín",Vitanová,Vitanová
Juc0qnwekhj,sale,house,75,unrenovated,"okres Žilina",Žilina,Strážov
JuaiG-4_MyI,sale,house,119,"fully renovated","okres Žilina",Žilina,Brodno
JuZHoBEOwFW,sale,house,250,"partially renovated","okres Bytča",Kolárovice,Kolárovice
JuPQ4qxicEp,sale,house,186,"new construction","okres Turčianske Teplice",Kaľamenová,Kaľamenová
Ju_z9MMC1dy,sale,house,123,"new construction","okres Žilina",Žilina,Strážov
Juqdw7QyPcz,sale,house,141,"fully renovated","okres Liptovský Mikuláš",Važec,Važec
JuDgbTTsbUm,sale,house,153,"fully renovated","okres Čadca",Oščadnica,Oščadnica
JujrEA5_sFt,sale,house,230,unrenovated,"okres Čadca",Čadca,Horelica
JuN1DWMcWPA,sale,house,90,"new construction","okres Martin",Martin,Priekopa
Ju6pyYBIZG6,sale,house,100,"under construction","okres Liptovský Mikuláš",Prosiek,Prosiek
JuFMkd6Ft4u,sale,house,279,"new construction","okres Martin",Martin,Tomčany
Juq8C9WZ_ld,sale,house,40,"new construction","okres Martin",Martin,Stráne
JuBQnHxf835,sale,house,525,"partially renovated","okres Ružomberok",Ivachnová,Ivachnová
JuUGbhQf4wL,sale,house,143,"new construction","okres Žilina","Rajecké Teplice",Poluvsie
Ju9v343jGsQ,sale,house,80,unrenovated,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
JuLFmLF8PRr,sale,house,220,"partially renovated","okres Bytča",Bytča,"Hliník nad Váhom"
JuvaiQpricT,sale,house,178,"new construction","okres Žilina",Terchová,Terchová
JuBLiYfiieE,sale,house,200,"new construction","okres Žilina",Turie,Turie
Ju6JqIt-z8V,sale,house,70,unrenovated,"okres Žilina","Horný Hričov","Horný Hričov"
Jub69pejgUi,sale,house,160,"partially renovated","okres Bytča","Veľké Rovné","Veľké Rovné"
Ju6USQNI4A_,sale,house,200,"new construction","okres Martin","Turčiansky Peter","Turčiansky Peter"
Ju8oUNOWXin,sale,house,180,unrenovated,"okres Žilina",Svederník,Svederník
JuK4J7tWBLU,sale,house,145,"new construction","okres Martin","Košťany nad Turcom","Košťany nad Turcom"
Ju1OQAznjJC,sale,house,90,unrenovated,"okres Ružomberok",Likavka,Likavka
JuXGC09hAid,sale,house,360,"new construction","okres Tvrdošín",Nižná,Nižná
Ju7Rv9aLBbf,sale,house,NULL,"under construction","okres Liptovský Mikuláš",Vlachy,Vlachy
Jur2iE4GKyv,sale,land,1134,NULL,"okres Martin",Sklabiňa,Sklabiňa
Ju5Ehcheq2v,sale,land,1550,NULL,"okres Žilina",Višňové,Višňové
JuhyQTsj1LU,sale,land,1122,NULL,"okres Žilina",Hôrky,Hôrky
JuPp6sukGjm,sale,land,NULL,unrenovated,"okres Žilina",Žilina,Bôrik
JuAINHKEpb9,sale,land,600,NULL,"okres Žilina",Žilina,Trnové
JubBzZv3CZ4,sale,land,628,NULL,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
Jubyz8KHpaA,sale,land,500,NULL,"okres Liptovský Mikuláš",Lazisko,Lazisko
JuWu8X5e0jn,sale,land,609,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice
Ju5paSEB6Nv,sale,land,701,"new construction","okres Žilina",Terchová,Terchová
JuaCQD06zTh,sale,land,690,NULL,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JuKYxcrrEwh,sale,land,995,NULL,"okres Námestovo",Zákamenné,Zákamenné
JuJYKVSAq2k,sale,land,900,NULL,"okres Bytča",Súľov-Hradná,Súľov-Hradná
JusCOC7JYu5,sale,land,558,NULL,"okres Ružomberok",Štiavnička,Štiavnička
Juv5TkPsj9T,sale,land,2142,NULL,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal"
JuRufzqYfTo,sale,land,810,NULL,"okres Žilina",Žilina,Budatín
JuB6HhfZSPN,sale,land,922,NULL,"okres Žilina",Žilina,Budatín
JuNR7iOAWOb,sale,land,375,unrenovated,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany"
JuNztztwtJj,sale,land,696,NULL,"okres Žilina",Žilina,Bôrik
JudgSom7ejT,sale,land,389,unrenovated,"okres Čadca",Staškov,Staškov
Ju98hXHMfyH,sale,land,398,NULL,"okres Čadca",Olešná,Olešná
JuEJOqphXdZ,sale,land,1362,NULL,"okres Čadca",Raková,Raková
Jul095-F2H-,sale,land,567,NULL,"okres Martin",Sklabiňa,Sklabiňa
JuPGYcuAlfl,sale,land,858,NULL,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna"
JuLNhT-3oNA,sale,land,454,NULL,"okres Bytča",Maršová-Rašov,Maršová-Rašov
Jus3WMnENIj,sale,land,583,NULL,"okres Žilina",Zbyňov,Zbyňov
JuWnFD5OAUU,sale,land,1852,NULL,"okres Námestovo","Oravská Jasenica","Oravská Jasenica"
Ju-0W9ug2Ol,sale,land,880,NULL,"okres Čadca",Turzovka,Predmier
JuizzObcJTE,sale,land,1330,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JugrI7ZBfpT,sale,land,865,unrenovated,"okres Žilina",Krasňany,Krasňany
JuiwS-gpQB1,sale,land,2722,NULL,"okres Martin",Laskár,Laskár
JujdYIr-c-p,sale,land,1283,NULL,"okres Liptovský Mikuláš","Liptovské Beharovce","Liptovské Beharovce"
JusoxTNDyJI,sale,land,407,NULL,"okres Námestovo",Námestovo,Brehy
Ju7_LrB_NNB,sale,land,1193,NULL,"okres Žilina",Žilina,Trnové
JufLDox5EGX,sale,land,1007,NULL,"okres Bytča",Hvozdnica,Hvozdnica
Jux6EDO87ml,sale,land,1895,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
Judk1z1b1Nd,sale,land,656,unrenovated,"okres Martin",Blatnica,Blatnica
JuUiQvR03zd,sale,land,1800,NULL,"okres Žilina",Hôrky,Hôrky
JuYxVfR__Nx,sale,land,523,NULL,"okres Čadca",Oščadnica,Oščadnica
JuxusjEdK8z,sale,land,966,NULL,"okres Martin",Sučany,Sučany
Juisb1V01uC,sale,land,733,"new construction","okres Žilina",Ovčiarsko,Ovčiarsko
Jur-h57QXWc,sale,land,830,NULL,"okres Žilina",Žilina,Budatín
Ju9rSU4gBpn,sale,land,471,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JuGKRtmsaxJ,sale,land,2618,unrenovated,"okres Čadca",Oščadnica,Oščadnica
Jurn7Tjk47J,sale,land,1100,NULL,"okres Žilina",Bitarová,Bitarová
JuFdP62I-_O,sale,land,1872,NULL,"okres Liptovský Mikuláš",Prosiek,Prosiek
JugjLuDjRtG,sale,land,808,NULL,"okres Žilina",Varín,Varín
Ju9yYyvLM4S,sale,land,720,unrenovated,"okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota"
JuEOlFJy7eI,sale,land,2714,NULL,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
Ju_3Vu8GkBj,sale,land,922,NULL,"okres Žilina",Žilina,Brodno
JuCdo9RybP_,sale,land,1783,NULL,"okres Čadca",Svrčinovec,Svrčinovec
JuQqb1Uylo_,sale,land,1003,NULL,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Juo4-ERrO5Y,sale,land,898,NULL,"okres Martin",Turany,Turany
JuqKis-FMaT,sale,land,580,NULL,"okres Žilina",Svederník,Svederník
Ju11TbSO8Lx,sale,land,NULL,"new construction","okres Martin",Valča,Valča
Jumx1pcB1EA,sale,land,850,NULL,"okres Žilina","Dolná Tižina","Dolná Tižina"
Ju_om9GbVZa,sale,land,509,NULL,"okres Martin",Martin,Priekopa
JuDFkgbrvLz,sale,land,883,NULL,"okres Dolný Kubín",Veličná,Veličná
JuWNBUmtL8H,sale,land,819,NULL,"okres Čadca",Čadca,Podzávoz
JuI3WIo1gnr,sale,land,744,NULL,"okres Kysucké Nové Mesto",Povina,Povina
JuHPdbSyfw3,sale,land,4700,unrenovated,"okres Turčianske Teplice",Turček,Turček
JummK5hE8Lr,sale,land,522,NULL,"okres Žilina",Žilina,"Žilinská Lehota"
Jue_IKSyNYA,sale,land,551,NULL,"okres Čadca",Raková,Raková
Jufp6SmYJxs,sale,land,913,NULL,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuKcCOH5Bgu,sale,land,2160,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JuQXoAMiC5M,sale,land,3948,NULL,"okres Žilina",Kunerad,Kunerad
JujYYo9Qtpi,sale,land,3099,NULL,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuY_o0Hq1ua,sale,land,758,unrenovated,"okres Kysucké Nové Mesto",Snežnica,Snežnica
Ju9DTwAgiHG,sale,land,879,NULL,"okres Liptovský Mikuláš",Beňadiková,Beňadiková
JuARnh9cPNq,sale,land,930,NULL,"okres Liptovský Mikuláš",Jamník,Jamník
Ju_Khlvp1_L,sale,land,507,NULL,"okres Liptovský Mikuláš",Podtureň,Podtureň
JuwYiWFslPL,sale,land,1090,NULL,"okres Martin",Trnovo,Trnovo
Ju6_q9iLcH2,sale,land,2955,NULL,"okres Kysucké Nové Mesto",Povina,Povina
JuVeKcRGSvF,sale,land,793,NULL,"okres Martin",Turany,Turany
JuUUj1AEgQf,sale,land,1121,NULL,"okres Dolný Kubín",Malatiná,Malatiná
JuAewW0gIjM,sale,land,640,"new construction","okres Žilina",Ovčiarsko,Ovčiarsko
JutgQ5gFNVe,sale,land,3598,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
Ju2DkJ0tL0r,sale,land,3500,NULL,"okres Liptovský Mikuláš",Kvačany,Kvačany
JusNOhzmA1cV,sale,land,500,NULL,"okres Žilina","Dlhé Pole","Dlhé Pole"
Julm5UqUwbF,sale,land,297,unrenovated,"okres Martin",Vrícko,Vrícko
JuoWIuSbW9f,sale,land,898,NULL,"okres Martin",Turany,Turany
Ju3DHGm3SX3,sale,land,650,NULL,"okres Žilina",Žilina,"Žilinská Lehota"
JujU-NvkZd5,sale,land,731,NULL,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JuuLvwvMnqi,sale,land,1072,NULL,"okres Dolný Kubín",Veličná,Veličná
Ju7-tv2yvGe,sale,land,697,NULL,"okres Bytča",Štiavnik,Štiavnik
Ju2XjdxAKiA,sale,land,3225,NULL,"okres Dolný Kubín","Dlhá nad Oravou","Dlhá nad Oravou"
JuMA67ZT6Dj,sale,land,1205,NULL,"okres Žilina",Svederník,Svederník
Ju5G02PfLPf,sale,land,1095,NULL,"okres Martin","Turčiansky Jaseno","Turčiansky Jaseno"
Jurrvwf7__Y,sale,land,9735,unrenovated,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JuxqyTwKPA7,sale,land,NULL,unrenovated,"okres Čadca",Oščadnica,Oščadnica
Ju3pFJiSu2s,sale,land,4234,NULL,"okres Dolný Kubín",Zázrivá,Zázrivá
JupsaGq4wbB,sale,land,1537,NULL,"okres Martin",Turany,Turany
JusMGCS4uqf,sale,land,692,NULL,"okres Žilina",Stránske,Stránske
JuCWsWXxn1N,sale,land,645,NULL,"okres Liptovský Mikuláš",Jamník,Jamník
Jus70LjxyN8,sale,land,679,NULL,"okres Čadca",Skalité,Skalité
JuWllUMOah9,sale,land,567,NULL,"okres Žilina",Žilina,Budatín
JuZjAAYPCXKg,sale,land,1415,NULL,"okres Dolný Kubín","Horná Lehota","Horná Lehota"
JulXTVjCmG0,sale,land,25000,unrenovated,"okres Turčianske Teplice",Jazernica,Jazernica
JuRVHpRHSGQ,sale,land,636,NULL,"okres Martin","Dolný Kalník","Dolný Kalník"
JumCABBKmrv,sale,land,1095,NULL,"okres Žilina",Žilina,Hájik
JuyrQlq623r,sale,land,836,NULL,"okres Žilina",Rosina,Rosina
JuHPJ-p52W2,sale,land,1665,NULL,"okres Ružomberok","Liptovský Michal","Liptovský Michal"
Ju7mSPUl1TY3,sale,land,1045,NULL,"okres Námestovo","Oravská Jasenica","Oravská Jasenica"
Juarq9_UTUn,sale,land,746,"partially renovated","okres Námestovo",Ťapešovo,Ťapešovo
Jud1n40d-dn,sale,land,381,NULL,"okres Žilina",Krasňany,Krasňany
Ju2_HPkQ8s2,sale,land,762,NULL,"okres Dolný Kubín",Párnica,Párnica
JuXDdV7DuGH,sale,land,883,NULL,"okres Dolný Kubín",Veličná,Veličná
JuXGG7E_fDg,sale,land,1176,unrenovated,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica"
Ju9QSsEf9gw,sale,land,800,unrenovated,"okres Dolný Kubín",Párnica,Párnica
JuWNTIbPUJS,sale,land,27773,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Jue_9ALQet2b,sale,land,900,NULL,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
Jut36Rci3LJ,sale,land,NULL,unrenovated,"okres Žilina",Žilina,Strážov
JumDim2HAtJ,sale,land,922,NULL,"okres Žilina",Žilina,Budatín
JuhJeiPLlID,sale,land,1468,NULL,"okres Žilina",Žilina,Trnové
JuWSeZfgL-Y,sale,land,4525,NULL,"okres Liptovský Mikuláš",Vavrišovo,Vavrišovo
Jub-7EwQ_Rho,sale,land,947,unrenovated,"okres Ružomberok",Ružomberok,Černová
Ju5nXGRiNlM,sale,land,5260,NULL,"okres Martin",Ratkovo,Ratkovo
Ju_bN-ewyhS,sale,land,1114,NULL,"okres Žilina",Kunerad,Kunerad
JujRK5xYV79,sale,land,933,NULL,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín"
JueuBN1Nu8x,sale,land,946,unrenovated,"okres Ružomberok","Liptovská Osada","Liptovská Osada"
JudQL3RTdOS,sale,land,2836,NULL,"okres Žilina",Turie,Turie
JuhckkiisBJp,sale,land,1502,NULL,"okres Čadca",Čierne,Čierne
Ju9e7LtrfAt,sale,land,1607,NULL,"okres Žilina",Lysica,Lysica
Ju0yTvWbSXD,sale,land,1903,NULL,"okres Žilina",Žilina,Bytčica
JuhEf6udQZD,sale,land,NULL,NULL,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín"
JuaHyO1MbDH,sale,land,871,NULL,"okres Čadca",Svrčinovec,Svrčinovec
Ju6g_Z5mX7e,sale,land,1020,NULL,"okres Martin",Martin,Stráne
JuLljn1aubH,sale,land,600,"new construction","okres Martin",Slovany,Slovany
JuU1wLvylPv,sale,land,400,NULL,"okres Kysucké Nové Mesto",Snežnica,Snežnica
JunDvn09Q9U,sale,land,685,NULL,"okres Čadca",Čierne,Čierne
JuDeXKjjRHY,sale,land,522,NULL,"okres Bytča",Bytča,"Bytča - sever"
JuDIbuwkSMQ,sale,land,1250,NULL,"okres Ružomberok",Ružomberok,Hrabovo
JuuPfKXcC_S,sale,land,1336,NULL,"okres Čadca",Čadca,Horelica
JulD1JVCqAd,sale,land,966,unrenovated,"okres Martin",Sučany,Sučany
JuQ2QYedCFa,sale,land,621,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JuMiM4qhAck,sale,land,600,NULL,"okres Žilina",Turie,Turie
JuJrQI4ug9X,sale,land,497,NULL,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec"
JuriEZGWaqe,sale,land,3762,NULL,"okres Dolný Kubín",Malatiná,Malatiná
JudrqxfcGTR,sale,land,863,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuJ6HTdPmEs,sale,land,NULL,"partially renovated","okres Liptovský Mikuláš",Ižipovce,Ižipovce
Ju_QlVk-YXH,sale,land,599,"new construction","okres Žilina",Mojš,Mojš
JuVff9I-9I0,sale,land,1014,NULL,"okres Martin",Valča,Valča
JuLjH4Ztr0P,sale,land,1657,NULL,"okres Tvrdošín",Liesek,Liesek
JuBnZj34L44,sale,land,2873,NULL,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuYMxTrMThn,sale,land,655,NULL,"okres Čadca",Skalité,Skalité
Juo26F3NF2G,sale,land,587,NULL,"okres Ružomberok",Likavka,Likavka
Juc0JQaKZWu,sale,land,863,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuH2DC2P8Ud,sale,land,5473,NULL,"okres Dolný Kubín",Párnica,Párnica
JuVQ4EF1fqG,sale,land,560,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
Ju3Lr4SqXpm,sale,land,4377,unrenovated,"okres Martin",Martin,Stráne
JumOEZa9NyW,sale,land,819,unrenovated,"okres Liptovský Mikuláš",Prosiek,Prosiek
JuoKzORdNaI,sale,land,1006,NULL,"okres Liptovský Mikuláš",Jamník,Jamník
JuaXdatuUjs,sale,land,701,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov"
JudOJ7xWOxA,sale,land,1201,NULL,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal"
Ju2UzK1gp3R,sale,land,1817,unrenovated,"okres Čadca",Oščadnica,Oščadnica
JunD1SrFXPT,sale,land,583,NULL,"okres Čadca",Skalité,Skalité
JuJTvvQyvPv,sale,land,1937,NULL,"okres Čadca",Makov,Makov
JuUi2C1CE8-,sale,land,939,NULL,"okres Čadca",Turzovka,Predmier
Jua5wAoApR5,sale,land,1487,NULL,"okres Kysucké Nové Mesto",Rudina,Rudina
Ju1rBpBDljg,sale,land,2270,NULL,"okres Martin",Žabokreky,Žabokreky
JuTZg0TY8JC,sale,land,2070,NULL,"okres Martin",Belá-Dulice,Belá-Dulice
JuzydWNY1w-,sale,land,1785,unrenovated,"okres Čadca",Olešná,Olešná
Jup4_5dTntt,sale,land,829,unrenovated,"okres Martin",Daňová,Daňová
JucXhJ-7RIW,sale,land,2220,NULL,"okres Liptovský Mikuláš",Bobrovník,Bobrovník
JuPITfSI3H0,sale,land,2306,NULL,"okres Čadca",Staškov,Staškov
JuKVQligYhM,sale,land,418,"new construction","okres Žilina",Bitarová,Bitarová
Ju_nFFJjAlC,sale,land,471,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
Juz77F3qzjt,sale,land,1487,NULL,"okres Kysucké Nové Mesto",Rudina,Rudina
JuGN-E0XFUo,sale,land,880,NULL,"okres Martin",Martin,Priekopa
JuNKPbY78gy,sale,land,1089,NULL,"okres Žilina",Terchová,Terchová
Ju8tqbpzEho,sale,land,850,"partially renovated","okres Bytča",Štiavnik,Štiavnik
JuWy3Av11B2,sale,land,2086,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuWpZopSoYC,sale,land,471,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JuI9ai4mRCA,sale,land,13790,NULL,"okres Martin",Martin,Tomčany
JuG7n8qbXvU,sale,land,550,NULL,"okres Žilina",Žilina,Trnové
JulK1E26g9e,sale,land,1573,NULL,"okres Čadca",Klokočov,Klokočov
JunWOzEcRHK,sale,land,881,unrenovated,"okres Čadca",Makov,Makov
Ju9bTv_8--p,sale,land,1061,NULL,"okres Námestovo","Oravská Lesná","Oravská Lesná"
JuEl39vdmi7,sale,land,642,NULL,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
Ju9T9motLi6,sale,land,652,NULL,"okres Žilina",Divina,Divina
Ju9IFe2gRus,sale,land,612,NULL,"okres Turčianske Teplice",Sklené,Sklené
JulC2goTuDK,sale,land,416,NULL,"okres Žilina",Žilina,Vlčince
JufmowlUURT,sale,land,560,NULL,"okres Čadca",Skalité,Skalité
JujO5TgvXtG,sale,land,12000,NULL,"okres Dolný Kubín",Párnica,Párnica
Juidgw39ied,sale,land,NULL,"partially renovated","okres Liptovský Mikuláš",Podtureň,Podtureň
JueE0RaoId9,sale,land,350,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuOd8JFAh_B,sale,land,754,NULL,"okres Žilina",Žilina,Trnové
Ju8z5R1jfB3,sale,land,NULL,"partially renovated","okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
Juu2KYnLJH8,sale,land,866,NULL,"okres Bytča",Bytča,"Hliník nad Váhom"
Jug6QXb2mr0,sale,land,5120,NULL,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica"
JuUooEhgJl4,sale,land,1234,NULL,"okres Čadca",Raková,Raková
Ju4d7oCmzgt,sale,land,1350,NULL,"okres Čadca",Raková,Raková
JuHSEHdVoIU,sale,land,500,NULL,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
JurXAjyEx4Y,sale,land,2838,NULL,"okres Martin",Necpaly,Necpaly
Jubn_BmVZq4,sale,land,679,"partially renovated","okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuAYbMU687z,sale,land,1753,NULL,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
Ju5AeA4FaTa,sale,land,736,NULL,"okres Žilina",Bitarová,Bitarová
Ju6BOs5U974,sale,land,1226,NULL,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
JuLOTbilQnB,sale,land,925,NULL,"okres Martin",Rakovo,Rakovo
JuQixUnoW4u,sale,land,3750,NULL,"okres Žilina",Višňové,Višňové
JuIlHogl4wQ,sale,land,1900,NULL,"okres Čadca",Turzovka,Predmier
Ju2i2SZUYUh,sale,land,448,NULL,"okres Martin",Trebostovo,Trebostovo
JuuE0IH089Q,sale,land,5260,NULL,"okres Martin",Ratkovo,Ratkovo
JuP4Qge949G,sale,land,2891,NULL,"okres Čadca",Makov,Makov
JuCxQUnpNN5,sale,land,18139,NULL,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
