offer_id,property_type,terrain,location_district,location_city,location_area
JunDvn09Q9U,land,flat,"okres Čadca",Čierne,Čierne
JuDeXKjjRHY,land,NULL,"okres Bytča",Bytča,"Bytča - sever"
JuDIbuwkSMQ,land,NULL,"okres Ružomberok",Ružomberok,Hrabovo
JuuPfKXcC_S,land,"gently sloped","okres Čadca",Čadca,Horelica
JulD1JVCqAd,land,other,"okres Martin",Sučany,Sučany
JuQ2QYedCFa,land,sloped,"okres Žilina",Ovčiarsko,Ovčiarsko
JuMiM4qhAck,land,flat,"okres Žilina",Turie,Turie
JuJrQI4ug9X,land,sloped,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec"
JuriEZGWaqe,land,sloped,"okres Dolný Kubín",Malatiná,Malatiná
JudrqxfcGTR,land,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuJ6HTdPmEs,land,NULL,"okres Liptovský Mikuláš",Ižipovce,Ižipovce
Ju_QlVk-YXH,land,NULL,"okres Žilina",Mojš,Mojš
JuVff9I-9I0,land,"gently sloped","okres Martin",Valča,Valča
JuLjH4Ztr0P,land,NULL,"okres Tvrdošín",Liesek,Liesek
JuBnZj34L44,land,flat,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuYMxTrMThn,land,NULL,"okres Čadca",Skalité,Skalité
Juo26F3NF2G,land,"gently sloped","okres Ružomberok",Likavka,Likavka
Juc0JQaKZWu,land,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuH2DC2P8Ud,land,NULL,"okres Dolný Kubín",Párnica,Párnica
JuVQ4EF1fqG,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
Ju3Lr4SqXpm,land,"gently sloped","okres Martin",Martin,Stráne
JumOEZa9NyW,land,NULL,"okres Liptovský Mikuláš",Prosiek,Prosiek
JuoKzORdNaI,land,NULL,"okres Liptovský Mikuláš",Jamník,Jamník
JuaXdatuUjs,land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov"
JudOJ7xWOxA,land,flat,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal"
Ju2UzK1gp3R,land,"gently sloped","okres Čadca",Oščadnica,Oščadnica
JunD1SrFXPT,land,NULL,"okres Čadca",Skalité,Skalité
JuJTvvQyvPv,land,"gently sloped","okres Čadca",Makov,Makov
JuUi2C1CE8-,land,flat,"okres Čadca",Turzovka,Predmier
Jua5wAoApR5,land,"gently sloped","okres Kysucké Nové Mesto",Rudina,Rudina
Ju1rBpBDljg,land,NULL,"okres Martin",Žabokreky,Žabokreky
JuTZg0TY8JC,land,flat,"okres Martin",Belá-Dulice,Belá-Dulice
JuzydWNY1w-,land,flat,"okres Čadca",Olešná,Olešná
Jup4_5dTntt,land,flat,"okres Martin",Daňová,Daňová
JucXhJ-7RIW,land,other,"okres Liptovský Mikuláš",Bobrovník,Bobrovník
JuPITfSI3H0,land,NULL,"okres Čadca",Staškov,Staškov
JuKVQligYhM,land,NULL,"okres Žilina",Bitarová,Bitarová
Ju_nFFJjAlC,land,flat,"okres Žilina",Ovčiarsko,Ovčiarsko
Juz77F3qzjt,land,"gently sloped","okres Kysucké Nové Mesto",Rudina,Rudina
JuGN-E0XFUo,land,flat,"okres Martin",Martin,Priekopa
JuNKPbY78gy,land,flat,"okres Žilina",Terchová,Terchová
Ju8tqbpzEho,land,flat,"okres Bytča",Štiavnik,Štiavnik
JuWy3Av11B2,land,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuWpZopSoYC,land,flat,"okres Žilina",Ovčiarsko,Ovčiarsko
JuI9ai4mRCA,land,flat,"okres Martin",Martin,Tomčany
JuG7n8qbXvU,land,flat,"okres Žilina",Žilina,Trnové
JulK1E26g9e,land,"mostly flat","okres Čadca",Klokočov,Klokočov
JunWOzEcRHK,land,flat,"okres Čadca",Makov,Makov
Ju9bTv_8--p,land,"mostly flat","okres Námestovo","Oravská Lesná","Oravská Lesná"
JuEl39vdmi7,land,"gently sloped","okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
Ju9T9motLi6,land,"mostly flat","okres Žilina",Divina,Divina
Ju9IFe2gRus,land,NULL,"okres Turčianske Teplice",Sklené,Sklené
JulC2goTuDK,land,flat,"okres Žilina",Žilina,Vlčince
JufmowlUURT,land,flat,"okres Čadca",Skalité,Skalité
JujO5TgvXtG,land,NULL,"okres Dolný Kubín",Párnica,Párnica
Juidgw39ied,land,NULL,"okres Liptovský Mikuláš",Podtureň,Podtureň
JueE0RaoId9,land,flat,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuOd8JFAh_B,land,flat,"okres Žilina",Žilina,Trnové
Ju8z5R1jfB3,land,NULL,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
Juu2KYnLJH8,land,flat,"okres Bytča",Bytča,"Hliník nad Váhom"
Jug6QXb2mr0,land,"gently sloped","okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica"
JuUooEhgJl4,land,flat,"okres Čadca",Raková,Raková
Ju4d7oCmzgt,land,flat,"okres Čadca",Raková,Raková
JuHSEHdVoIU,land,flat,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
JurXAjyEx4Y,land,flat,"okres Martin",Necpaly,Necpaly
Jubn_BmVZq4,land,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuAYbMU687z,land,flat,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
Ju5AeA4FaTa,land,"gently sloped","okres Žilina",Bitarová,Bitarová
Ju6BOs5U974,land,"gently sloped","okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
JuLOTbilQnB,land,"mostly flat","okres Martin",Rakovo,Rakovo
JuQixUnoW4u,land,NULL,"okres Žilina",Višňové,Višňové
JuIlHogl4wQ,land,"gently sloped","okres Čadca",Turzovka,Predmier
Ju2i2SZUYUh,land,flat,"okres Martin",Trebostovo,Trebostovo
JuuE0IH089Q,land,NULL,"okres Martin",Ratkovo,Ratkovo
JuP4Qge949G,land,sloped,"okres Čadca",Makov,Makov
JuCxQUnpNN5,land,NULL,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
JuOoDP05xJ-,land,flat,"okres Liptovský Mikuláš","Liptovské Matiašovce","Liptovské Matiašovce"
JujWzeAd4Mq,land,flat,"okres Martin",Karlová,Karlová
JuhYAT13Gs1,land,NULL,"okres Martin",Martin,Záturčie
JuHoLMOAPyD,land,NULL,"okres Žilina",Višňové,Višňové
JuvDIHl7nu4,land,NULL,"okres Čadca",Dunajov,Dunajov
JuW5XYXfIA2,land,NULL,"okres Čadca",Skalité,Skalité
JufKEzTwdq8,land,"mostly flat","okres Čadca",Čadca,Milošová
JuZ7zgc43wy,land,"gently sloped","okres Martin",Martin,Podháj
JuG8w7lDdu46,land,NULL,"okres Martin",Turany,Turany
JunGp6hRXR2,land,flat,"okres Žilina",Divina,Divina
JumKl3xs_Yl,land,flat,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuHRetqPaNB,land,NULL,"okres Dolný Kubín",Jasenová,Jasenová
Judf0zzhq5f,land,NULL,"okres Bytča",Bytča,"Veľká Bytča"
JuFovldbtlH,land,"gently sloped","okres Žilina",Nededza,Nededza
JueyWGcCtCo,land,"mostly flat","okres Martin",Necpaly,Necpaly
Ju16HqVho2l,land,"mostly flat","okres Dolný Kubín","Dolný Kubín",Mokraď
Juxlwl0cqfI,land,flat,"okres Liptovský Mikuláš",Podtureň,Podtureň
JuvwILxsaLE,land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov"
JuoEkan0OM3,land,NULL,"okres Dolný Kubín",Veličná,Veličná
JuEX_l_3Eqg,land,flat,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuCmj-PgWTq,land,NULL,"okres Čadca",Dunajov,Dunajov
JuASY12odtk,land,flat,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna"
Ju-_lgQgjvC,land,NULL,"okres Liptovský Mikuláš",Ižipovce,Ižipovce
JueMz2TcIL-I,land,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuIw5kl0QB9,land,NULL,"okres Ružomberok",Ružomberok,Podsuchá
Ju0UqyDriGS,land,NULL,"okres Žilina",Lietava,Lietava
Jul7ugPXcvQ,land,"gently sloped","okres Martin",Martin,Záturčie
Ju4lACVtBvB,land,"gently sloped","okres Čadca",Oščadnica,Oščadnica
JufBIzJWZ0T,land,"gently sloped","okres Čadca",Korňa,Korňa
JuJ0YMlVen2,land,flat,"okres Dolný Kubín","Dlhá nad Oravou","Dlhá nad Oravou"
JuxIvOImC9j,land,"gently sloped","okres Bytča",Bytča,Pšurnovice
JufCqQz59Ij,land,NULL,"okres Žilina",Kunerad,Kunerad
JuJGNURQ8kY,land,NULL,"okres Kysucké Nové Mesto",Snežnica,Snežnica
JuS3utLekJS,land,NULL,"okres Martin",Karlová,Karlová
JushtsOsA5D,land,NULL,"okres Martin","Košťany nad Turcom","Košťany nad Turcom"
JuPmsU7zgrG,land,"gently sloped","okres Ružomberok",Ludrová,Ludrová
JumG3BQ732C,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JuY5ba5W_4i,land,flat,"okres Martin",Blatnica,Blatnica
JuzolLKcQyU,land,flat,"okres Námestovo",Krušetnica,Krušetnica
JuLfvRq95qS,land,NULL,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna"
JuBfaxcwUwF,land,flat,"okres Martin",Karlová,Karlová
JuVv2XDLd9H,land,"gently sloped","okres Žilina",Varín,Varín
Ju3oEfAZYzP,land,NULL,"okres Liptovský Mikuláš",Východná,Východná
JuMAMHXJq7S,land,NULL,"okres Liptovský Mikuláš",Beňadiková,Beňadiková
JuNaGXxLOzZ,land,"gently sloped","okres Kysucké Nové Mesto",Snežnica,Snežnica
JuCjQgzupuY,land,NULL,"okres Bytča",Bytča,"Veľká Bytča"
JuhCsanvxln,land,flat,"okres Čadca",Svrčinovec,Svrčinovec
JuqxH07lW-i,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JuH12tFyQw2,land,NULL,"okres Žilina",Višňové,Višňové
JuEjJSCiW8Ze,land,NULL,"okres Čadca",Skalité,Skalité
JupXbR8DGJn,land,NULL,"okres Dolný Kubín","Dolný Kubín",Banisko
JuMvZKQOSvd,land,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné"
Ju1CjLHLW69,land,flat,"okres Dolný Kubín","Dlhá nad Oravou","Dlhá nad Oravou"
Ju22ZGBmO93,land,NULL,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna"
JuwTH_LMEMX,land,flat,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany"
JufJ-j5ky3T,land,flat,"okres Žilina","Dolná Tižina","Dolná Tižina"
JuPGBZu28Sz,land,"mostly flat","okres Čadca",Oščadnica,Oščadnica
JuXRWhaK2fl,land,flat,"okres Turčianske Teplice",Mošovce,Mošovce
Jutyprw4Nso,land,"gently sloped","okres Bytča",Bytča,Pšurnovice
JutjPZbTZEK,land,flat,"okres Martin",Sučany,Sučany
Juzs-YHkwHj,land,sloped,"okres Martin","Turčianske Jaseno","Turčianske Jaseno"
JupRRfszbzs,land,"mostly flat","okres Turčianske Teplice",Sklené,Sklené
JuiFvyOCpZO,land,flat,"okres Žilina",Višňové,Višňové
JuqfHhV7H4_,land,"gently sloped","okres Žilina",Lietava,Lietava
JuhB5IsnAP3,land,NULL,"okres Martin",Šútovo,Šútovo
Ju4HZvYxEQL,land,NULL,"okres Dolný Kubín",Párnica,Párnica
JuR1Vqvk3FA,land,flat,"okres Martin",Martin,Záturčie
JuD-E2E_yvf,land,NULL,"okres Námestovo",Novoť,Novoť
JujqHk5Nsu-,land,flat,"okres Čadca",Čadca,"U Sneheľníka"
JumHegVgatu,land,"gently sloped","okres Martin",Podhradie,Podhradie
JuYSlKjn22V2,land,NULL,"okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno"
JuTN7hEMhfs,land,flat,"okres Čadca",Turzovka,Predmier
Juo_LCQm7Zx,land,"gently sloped","okres Žilina",Svederník,Svederník
JucfeqPEDUI,land,flat,"okres Turčianske Teplice",Jazernica,Jazernica
JuyewzTZPFk,land,"gently sloped","okres Žilina",Lysica,Lysica
Jug8evCrAgI,land,NULL,"okres Čadca",Skalité,Skalité
JubfWlbtgdy,land,"gently sloped","okres Čadca",Olešná,Olešná
JuY9N1R47k4,land,NULL,"okres Žilina",Žilina,Bôrik
JuGtn_qttBC,land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
Ju26ASiELkU,land,"gently sloped","okres Žilina","Dolná Tižina","Dolná Tižina"
JuoYPByad-u,land,flat,"okres Dolný Kubín",Malatiná,Malatiná
JueDQ4t8F1t,land,NULL,"okres Kysucké Nové Mesto",Povina,Povina
JuJBjXorHPL,land,NULL,"okres Ružomberok",Turík,Turík
JugbHbksCr-,land,flat,"okres Žilina",Višňové,Višňové
JuRn13yIVnF,land,NULL,"okres Čadca",Dunajov,Dunajov
Ju67f0ZUF6a,land,flat,"okres Žilina","Dlhé Pole","Dlhé Pole"
Jus7PkExcYQ,land,flat,"okres Žilina",Rajec,Rajec
JuuNE4PQz6D,land,"gently sloped","okres Žilina",Žilina,Budatín
Ju1YLWtdCP4,land,"mostly flat","okres Liptovský Mikuláš",Lazisko,Lazisko
Jul88RI0614,land,NULL,"okres Liptovský Mikuláš",Beňadiková,Beňadiková
Ju192g79OHm,land,"gently sloped","okres Martin",Belá-Dulice,Belá-Dulice
JusbhL9UXOL,land,"gently sloped","okres Čadca",Staškov,Staškov
JuWIabvMs8m,land,"gently sloped","okres Čadca",Čadca,Rieka
JukIKAnSuKC,land,"gently sloped","okres Martin","Dolný Kalník","Dolný Kalník"
JubUi5eOFbH,land,"mostly flat","okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica"
JupQ7ehcKIt,land,"gently sloped","okres Žilina",Žilina,Budatín
JuUn4gk-elR,land,"gently sloped","okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
Ju7lj_P0z5e,land,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov"
JufEhhRezN-,land,flat,"okres Dolný Kubín","Dolný Kubín",Stred
JuqQ2VY6uD-,land,NULL,"okres Kysucké Nové Mesto",Snežnica,Snežnica
Ju97QEdz5sX,land,NULL,"okres Čadca",Raková,Raková
JubAI3EWquo,land,"gently sloped","okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna"
JutVFvRJpYd,land,"gently sloped","okres Žilina",Višňové,Višňové
JutuKcNv2OP,land,NULL,"okres Martin",Martin,Stred
JuErvfknoQB,land,"gently sloped","okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín"
JurzykGoa8Y,land,NULL,"okres Čadca",Skalité,Skalité
JuTu2EKoaZM,land,"gently sloped","okres Dolný Kubín",Veličná,Veličná
JuB1sJQkopm,land,NULL,"okres Kysucké Nové Mesto",Povina,Povina
JusK3lTtUjZ,land,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné"
Ju6FhwnbvkK,land,flat,"okres Martin",Martin,Tomčany
JuMHyeDGK2f,land,NULL,"okres Martin",Necpaly,Necpaly
JubNHDCg93x,land,"gently sloped","okres Námestovo","Oravská Jasenica","Oravská Jasenica"
JubzyQhnL5j,land,"gently sloped","okres Turčianske Teplice",Sklené,Sklené
JuMFxRcxLzj,land,"gently sloped","okres Žilina",Ovčiarsko,Ovčiarsko
JuMg-KktE1Q,land,"gently sloped","okres Dolný Kubín",Zázrivá,Zázrivá
Jukt7sZSrva,land,"gently sloped","okres Žilina",Ovčiarsko,Ovčiarsko
JuLGf5aS3L1,land,"gently sloped","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
JuTUUGHEQpu,land,NULL,"okres Martin",Martin,NULL
JubI61zDvAA,land,NULL,"okres Žilina",Svederník,Svederník
JupXyVwksGj,land,"gently sloped","okres Martin","Horný Kalník","Horný Kalník"
JuzsaTgRy0A,land,"gently sloped","okres Čadca",Staškov,Staškov
JuqT9jZ4Nn0,land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuzowjqYdqV,land,"gently sloped","okres Čadca",Staškov,Staškov
Juw-BV-BqJp,land,sloped,"okres Žilina",Lietava,Lietava
Ju2_2a_gc9I,land,flat,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
Jus9HjYi9K6,land,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy
Ju-Vs-ZZEsP,land,NULL,"okres Čadca",Turzovka,NULL
JuypdHR9V5h,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JuC5HWpBoue,land,flat,"okres Čadca",Staškov,Staškov
JuTMeTjk733,land,NULL,"okres Žilina",Rajec,Rajec
JuvBlvKpVOg,land,flat,"okres Liptovský Mikuláš",Jamník,Jamník
JuLSvBwv_I5,land,NULL,"okres Žilina",Krasňany,Krasňany
Ju0KCQtbTTW,land,NULL,"okres Čadca",Čadca,Podzávoz
JuaPQ_8Etfd,land,NULL,"okres Martin",Trnovo,Trnovo
Ju9G8aO6wQl,land,"gently sloped","okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota"
JuY9JBEYXXO,land,flat,"okres Čadca",Staškov,Staškov
JuEr-eDWZ62,land,flat,"okres Martin",Turany,Turany
JuuQurqTomT,land,"gently sloped","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuXLA7wyDLl,land,flat,"okres Žilina",Čičmany,Čičmany
Ju1OJ87gVSa,land,NULL,"okres Žilina",Bitarová,Bitarová
JuaF9UiM3uR1,land,NULL,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
Jui0b4gHHzV,land,"gently sloped","okres Čadca",Oščadnica,Oščadnica
Jua_BRtxi_0,land,sloped,"okres Kysucké Nové Mesto",Snežnica,Snežnica
Jud4Z0QIxb1B,land,NULL,"okres Martin",Blatnica,Blatnica
JumHCt0Er1_,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",NULL
Ju6XcncfywZ,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
Ju6R4Oxuhvk,land,"gently sloped","okres Bytča","Veľké Rovné","Veľké Rovné"
JuiJEU2gvVS,land,"gently sloped","okres Čadca",Oščadnica,Oščadnica
JuJIq68G1za,land,NULL,"okres Martin",Martin,Záturčie
Ju5OGHyG1_Y,land,"mostly flat","okres Čadca",Raková,Raková
JupQvlRFk0k,land,"mostly flat","okres Žilina",Kunerad,Kunerad
Ju2hmMFZQ4X,land,NULL,"okres Žilina",Višňové,Višňové
Ju1-_Cu9mID,land,NULL,"okres Martin","Turčiansky Peter","Turčiansky Peter"
JuX4tTXYKir,land,NULL,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JuI4QwFHXkB,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
Juw3LRApeaS,land,flat,"okres Žilina","Horný Hričov","Horný Hričov"
JueC24ZQ1o3,land,other,"okres Žilina",Varín,Varín
Juh_NFZPlxN,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
Ju_KMqj7vmd,land,NULL,"okres Martin",Rakovo,Rakovo
JujjYxzg2zO,land,"gently sloped","okres Kysucké Nové Mesto",Nesluša,Nesluša
JudcG-iBr32,land,sloped,"okres Žilina",Divinka,Divinka
Jug0yKTQ2pn,land,flat,"okres Čadca",Raková,Raková
JuveNCiurSC,land,flat,"okres Dolný Kubín",Žaškov,Žaškov
JuMmLaRBnk-,land,flat,"okres Martin",Martin,Stráne
JuAEEafI2yh,land,flat,"okres Žilina",Kľače,Kľače
JuGEa5Szg2S,land,"gently sloped","okres Bytča",Súľov-Hradná,Súľov-Hradná
JuldPobEyqZ,land,sloped,"okres Bytča","Veľké Rovné","Veľké Rovné"
JuxUrTWen36,land,NULL,"okres Žilina",Ďurčiná,Ďurčiná
JutHLS-i8Kk,land,"gently sloped","okres Kysucké Nové Mesto",Povina,Povina
JuFMSKsdInV,land,NULL,"okres Žilina",Bitarová,Bitarová
Ju266Dr49Ba,land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov"
JubyLcoXkeA,land,flat,"okres Žilina",Gbeľany,Gbeľany
JuDgMZQaDeJ,land,"gently sloped","okres Čadca",Oščadnica,Oščadnica
Juv8WDTsSPy,land,sloped,"okres Žilina",Konská,Konská
Ju9noiJ3M5h,land,NULL,"okres Martin",Vrícko,Vrícko
JuPmyuLY0AU,land,flat,"okres Liptovský Mikuláš",Podtureň,Podtureň
JunJu6IyBiX,land,"gently sloped","okres Turčianske Teplice",Sklené,Sklené
JuhDFgB8Eya,land,"gently sloped","okres Kysucké Nové Mesto",Povina,Povina
Jukxm6yZ0hf6,land,NULL,"okres Čadca",Skalité,Skalité
JuQnOzH4Mve,land,NULL,"okres Žilina",Svederník,Svederník
JuO__97iq4d,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JukIX3v-4aJ,land,NULL,"okres Žilina",Kľače,Kľače
Ju5L-boRlBV,land,flat,"okres Čadca",Podvysoká,Podvysoká
JuxLDdGxofv,land,flat,"okres Liptovský Mikuláš",Kvačany,Kvačany
Jur27j-ejmc,land,NULL,"okres Martin",Martin,Záturčie
Juxv4BCWFjN,land,NULL,"okres Liptovský Mikuláš",Hybe,Hybe
JuH2wdrPPMN,land,NULL,"okres Žilina",Hôrky,Hôrky
JuoLQW0Li8l,land,flat,"okres Žilina",Bitarová,Bitarová
JuI-7Aiqe6M,land,flat,"okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou"
Ju1V4Qfns7o,land,flat,"okres Liptovský Mikuláš","Liptovské Beharovce","Liptovské Beharovce"
JuApbqYiTwl,land,sloped,"okres Martin","Dolný Kalník","Dolný Kalník"
JuXs9XHVo90,land,NULL,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuSvmhJEqG1,land,NULL,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuYB0zOc7gD,land,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuXWDVHuKu7,land,flat,"okres Bytča",Petrovice,Petrovice
Jui1yUD8ZRT,land,"gently sloped","okres Čadca",Turzovka,Predmier
Ju8HOtKyMF8,land,flat,"okres Žilina",Višňové,Višňové
JuOZEwkJjt3,land,"mostly flat","okres Dolný Kubín","Dolný Kubín",Mokraď
JukvtXQXqqN,land,sloped,"okres Žilina",Višňové,Višňové
JuIyQ6FpRLK,land,"gently sloped","okres Námestovo",Vasiľov,Vasiľov
Ju1cmZVZL9p,land,NULL,"okres Martin",Martin,NULL
JuFjy1TVvsF,land,flat,"okres Bytča",NULL,NULL
Ju_utm8DAV9,land,flat,"okres Čadca",Čadca,Rieka
JuaoRgRgfTM,land,sloped,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JuVIY0GAADR,land,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuC0KIbI5oB,land,"gently sloped","okres Čadca",Raková,Raková
JuSc9mnlTNp,land,flat,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuE8ApW_7eF,land,"mostly flat","okres Čadca",Raková,Raková
JuM_aepmWiE,land,flat,"okres Martin",Sučany,Sučany
JubvMgx0Xlu,land,NULL,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín"
JuCafss2FQP,land,flat,"okres Liptovský Mikuláš","Liptovský Mikuláš",Vitálišovce
Ju3KUswXUz_,land,sloped,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
Jup8u-k4Epi,land,sloped,"okres Bytča",Predmier,Predmier
JuMCxXCgucb,land,"mostly flat","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
Ju6EZukLTos,land,NULL,"okres Čadca",Čadca,Podzávoz
JufB0mJ4fBT,land,NULL,"okres Liptovský Mikuláš",Gôtovany,Gôtovany
Ju0PCzCiNgB,land,flat,"okres Martin",Žabokreky,Žabokreky
JuuPBY6Ot9Q,land,flat,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal"
Jut0tUa88wB,land,NULL,"okres Žilina",Rosina,Rosina
JuXoUVcEWR0,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
Juz3m4uVQID,land,NULL,"okres Dolný Kubín","Oravská Poruba","Oravská Poruba"
JuD0_PFG0ni,land,NULL,"okres Turčianske Teplice",Sklené,Sklené
JuNxdVDCwxP,land,NULL,"okres Námestovo",Novoť,Novoť
JuMd2LfAtcs,land,flat,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou"
JurUF8OlH6u,land,"gently sloped","okres Čadca",Turzovka,Hlinené
JuKqcvokzbp,land,"gently sloped","okres Martin",Socovce,Socovce
Jufivg-_9rM,land,"gently sloped","okres Dolný Kubín","Dolný Kubín","Malý Bysterec"
JuT8srAbvDd,land,NULL,"okres Žilina","Kamenná Poruba","Kamenná Poruba"
JuiaMHS2a8S,land,flat,"okres Čadca",Oščadnica,Oščadnica
Juuliwtz_LA,land,NULL,"okres Martin",Necpaly,Necpaly
Ju7kkzPHIc1,land,"gently sloped","okres Žilina",Krasňany,Krasňany
Ju78oHKGop9R,land,NULL,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
JuFPPvDcbTI,land,NULL,"okres Liptovský Mikuláš",Východná,Východná
Juhz-iIvfOR,land,NULL,"okres Dolný Kubín",Zázrivá,Zázrivá
Jul34-9Uznd,land,NULL,"okres Žilina",Stránske,Stránske
Juz8n3k63O_,land,NULL,"okres Liptovský Mikuláš",Beňadiková,Beňadiková
JuBCn0k3F8q,land,sloped,"okres Ružomberok",Ružomberok,"Nová Hrboltová"
JuPab66wdox,land,"mostly flat","okres Dolný Kubín","Dolný Kubín",Mokraď
JulxtEGlU-r,land,flat,"okres Turčianske Teplice",Budiš,Budiš
JuGjdMCF3ve,land,flat,"okres Žilina",Žilina,Bytčica
JuywSKYexoR,land,NULL,"okres Tvrdošín",Zábiedovo,Zábiedovo
Jujfy0BeWOa,land,"gently sloped","okres Ružomberok",Bešeňová,Bešeňová
JumyeY6xnwq,land,flat,"okres Martin",Turany,Turany
JulrIqN4RR6,land,"gently sloped","okres Liptovský Mikuláš",Hybe,Hybe
JuLNEujfvDD,land,flat,"okres Žilina",Strečno,Strečno
JuIvQC1jBvw,land,"gently sloped","okres Turčianske Teplice",Turček,Turček
JuuH6wyOTi6,land,flat,"okres Bytča",Bytča,"Hliník nad Váhom"
JuR03LYWket,land,NULL,"okres Žilina",Stráňavy,Stráňavy
JujNQV7OCek,land,"gently sloped","okres Žilina",Lysica,Lysica
Jup9VNie0hE,land,NULL,"okres Čadca",Dunajov,Dunajov
Juv0pBqllQb,land,flat,"okres Námestovo","Oravské Veselé","Oravské Veselé"
JuUpsFDNSQ5,land,"gently sloped","okres Žilina",Ovčiarsko,Ovčiarsko
Ju_1RuhBfmB,land,flat,"okres Turčianske Teplice",Budiš,Budiš
JuPvBOIDHAu,land,flat,"okres Turčianske Teplice",Háj,Háj
JuI63s8eiN7,land,NULL,"okres Bytča",Jablonové,Jablonové
JuO_8tOz9vO,land,flat,"okres Bytča",Bytča,"Bytča - sever"
Ju_rYNBo_cl,land,NULL,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuCzxidULuR,land,flat,"okres Kysucké Nové Mesto",Snežnica,Snežnica
JuCAQgOYAnl,land,NULL,"okres Bytča",Predmier,Predmier
JumgYXab6nd,land,NULL,"okres Čadca",Klokočov,Klokočov
