offer_id,offer_type,property_type,area,condition,agency,office_city
JuKqDyif0fX,sale,house,180,"new construction","PT-com s. r. o.","Banská Bystrica"
JuzDr69odLH,sale,house,301,"under construction","Realitné kancelárie SR",Bratislava
JuiqUvi14Ah,sale,house,170,"new construction","RK Dalmia s. r. o.","Dolný Kubín"
Jut7QcdjJY5,sale,house,200,unrenovated,"FISCHER & PARTNERS, s.r.o.",Ružomberok
JuwZ6NJ-dUG,sale,house,260,"new construction","Realitná kancelária",Bratislava
JuhPLsUvGvt,sale,house,50,"partially renovated","Reality IQ, s.r.o.",Žilina
JutBfnbUyCO,sale,house,224,"partially renovated","SLNOVRAT, s.r.o.",Olešná
Jui278_mFqV,sale,house,89,"under construction","Reality MT s.r.o.",Martin
Ju7H01GL5VL,sale,house,35,"new construction","TUreality s.r.o.",Žilina
JuGDOocgqAc,sale,house,536,"partially renovated","TUreality s.r.o.",Žilina
Ju93SZsV6kw,sale,house,347,unrenovated,"Reality Alpia",Martin
Jus8h9w72dE,sale,house,314,unrenovated,"YNI reality",Žilina
JumiXs0CTuk,sale,house,240,unrenovated,"RIEŠIME BÝVANIE",Bratislava
JudhYxOMjs-,sale,house,100,"partially renovated","B10 Slovensko, a. s.",Žilina
JuBupKbsyvd,sale,house,200,"fully renovated","AstonReal s.r.o.","Banská Bystrica"
JuRpz_IH6YR,sale,house,168,"new construction","Realitná kancelária",Bratislava
JuGOUcoOOnY,sale,house,602,"new construction","Realitné kancelárie SR",Bratislava
JuwFC0un5b_,sale,house,115,"under construction","Realitné kancelárie SR",Bratislava
JuZdGf3bWpL,sale,house,400,"fully renovated","B10 Slovensko, a. s.",Žilina
JuD3uZlGgpH,sale,house,284,"fully renovated","Reality Center, s.r.o.",Martin
JuudsKv8ZzL,sale,house,1280,"under construction","Reality Alpia",Martin
Ju6-QSVU-qk,sale,house,120,unrenovated,"ALT REAL, s.r.o.",Martin
JuHNF3pBoBi,sale,house,100,"under construction","TOCA, s.r.o. Realitná činnosť",Bytča
Jugcs0uLwc2,sale,house,220,"partially renovated","RE/MAX Slovakia",Bratislava
JuO9hxI47lb,sale,house,300,"partially renovated",Limaxreal,"Liptovský Mikuláš"
Juyo-JecQoZ,sale,house,800,unrenovated,"Reality Simply",Martin
JuvA5APODGz,sale,house,200,"partially renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuNaVEIvSqO,sale,house,415,"new construction",NULL,NULL
JuC0hqQ5K-3,sale,house,500,"partially renovated","Reality Turiec s.r o.",Martin
JuNWUZoKon_,sale,house,182,"new construction","Realitné kancelárie SR",Bratislava
JuNIAiX-3DT,sale,house,100,"new construction","Realitná kancelária",Bratislava
JuKdkYrCkFc,sale,house,150,unrenovated,"Realitná kancelária RED, s.r.o.",Žilina
Ju1n1rQGodR,sale,house,220,"new construction","Reality Simply",Martin
Juv2G90qWzS,sale,house,400,"new construction","Reality Kopanice",Krajné
Ju5rRr5_rO4,sale,house,153,"new construction","Realitná kancelária RED, s.r.o.",Žilina
Ju9Ur37Ixsd,sale,house,240,"fully renovated","RIEŠIME BÝVANIE",Bratislava
JuQOZ5dK_ne,sale,house,195,"fully renovated","Reality BL, s.r.o.","Kysucké Nové Mesto"
Judy6S4RLDv,sale,house,300,"new construction","LIF REAL",Martin
Ju8hKWbYUWy,sale,house,210,"new construction","R2 SK, s.r.o.",Žilina
JuCptOdcKVJ,sale,house,240,"partially renovated",NULL,NULL
Ju7tnCJHH6a,sale,house,479,unrenovated,"TUreality s.r.o.",Žilina
JuqGAjkW2wB,sale,house,168,"under construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju67L89jvFA,sale,house,190,"fully renovated",NULL,NULL
JuX-Od8Y1qK,sale,house,250,"fully renovated","ŽILINAREAL, s.r.o.",Žilina
JuFs-_Bf_af,sale,house,1,unrenovated,"TOCA, s.r.o. Realitná činnosť",Bytča
Ju4PmqrQDXe,sale,house,842,unrenovated,"Reality Alpia",Martin
JumZ3KaibB-,sale,house,250,unrenovated,"OREA, s.r.o.","Dolný Kubín"
JuNJQwnH7BK,sale,house,190,"under construction","NajBývanie, s.r.o.",Ružomberok
JuOxQMLskud,sale,house,112,"new construction","ETHOS reality, s. r. o.","Krásno nad Kysucou"
Juo53M0tI-p,sale,house,444,"fully renovated","B10 Slovensko, a. s.",Žilina
JuptDHkjOFq,sale,house,792,"partially renovated","AstonReal s.r.o.","Banská Bystrica"
Ju3J0qgjHl5,sale,house,55,"new construction","TUreality s.r.o.",Žilina
Ju2Gi9KH9b9,sale,house,428,"partially renovated","Reality Alpia",Martin
Juyu3gyyoUE,sale,house,215,"new construction","Realitná kancelária RED, s.r.o.",Žilina
Juci-VafLS1,sale,house,100,"fully renovated","B10 Slovensko, a. s.",Žilina
JulGanHAPf5,sale,house,734,"partially renovated","Reality Alpia",Martin
JuzJzITWl1v,sale,house,1,"partially renovated","TOCA, s.r.o. Realitná činnosť",Bytča
JuA5lCAmCxy,rent,house,140,"fully renovated","Piata Avenue",Žilina
JulcRSD3gjg,sale,house,1,unrenovated,"TOCA, s.r.o. Realitná činnosť",Bytča
JubBq7UdImI,sale,house,200,"fully renovated","BeMi realitná kancelária",Nitra
JuwqK7Dudy6,sale,house,NULL,"new construction",NULL,NULL
JuVDUmXCC0b,sale,house,NULL,"partially renovated","Ing. Jaroslav Minár JAVAS",Nitra
JuEGZyoSAd7,sale,house,300,"new construction","KRUPPKY, s.r.o.","Liptovský Mikuláš"
JuRPbrRONba,sale,house,168,"under construction",jabyvam.sk,"Liptovský Mikuláš"
Ju9IkfFOfMa,sale,house,120,"partially renovated","Realitná kancelária",Bratislava
JuFISMLdmc8,rent,house,90,"new construction",NULL,NULL
Ju9Oh18pKW-,sale,house,200,"new construction","Wealth Group, s.r.o.","Nová Dedinka"
Jul-5SUTLOW,sale,house,344,"partially renovated","Realitná kancelária",Bratislava
JuPKcjp9xEd,sale,house,200,"new construction","Financie a reality od A po Z",Martin
Ju1hmKLqP8g,sale,house,82,unrenovated,"OREA, s.r.o.","Dolný Kubín"
JunsD4FQ9fg,sale,house,371,"partially renovated","REALITY SPOLU",Bratislava
JunEHVtE89L,sale,house,348,"partially renovated","Reality ASTORIA, s.r.o.",Martin
JupOom9u70b,sale,house,592,unrenovated,"Reality Alpia",Martin
JuYzFawuXq5,sale,house,150,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
Ju0rAUqUjgL,sale,house,170,"partially renovated","RIEŠIME BÝVANIE",Bratislava
Ju30Zqi5n0z,sale,house,130,"under construction","Reality ASTORIA, s.r.o.",Martin
JuCHMAziUOL,sale,house,80,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
Ju9q0Byrbad,sale,house,177,"new construction","RE/MAX Slovakia",Bratislava
JudaUInUE_Q,rent,house,263,"new construction","OREA, s.r.o.","Dolný Kubín"
JuSpQ8TslIA,rent,house,1114,"new construction","Realitná kancelária RED, s.r.o.",Žilina
Juw56vbFeXZ,sale,house,290,"fully renovated",NULL,NULL
JudexsMMWLq,sale,house,1,"new construction","TOCA, s.r.o. Realitná činnosť",Bytča
JupsJLU23Ow,sale,house,80,unrenovated,"RE/MAX Slovakia",Bratislava
JuD0RMwirEa,sale,house,242,"fully renovated","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JumwW8ylM2r,sale,house,110,"new construction","Real Estate Group4U","Považská Bystrica"
JuxTgYg_YqW,sale,house,370,"partially renovated","Vianema s.r.o.",Bratislava
Jui7jyAQtCR,sale,house,80,"new construction","Q REAL s.r.o.",Bratislava
JuU0HWFwzX3,sale,house,180,unrenovated,"Gro & Partners",Žilina
JuQnmh9T2iX,sale,house,132,unrenovated,"Vianema s.r.o.",Bratislava
JuVQq2TIIOM,sale,house,131,"new construction","ALT REAL, s.r.o.",Martin
JuHoYrf0eK_,sale,house,123,"fully renovated","TARGETreal s. r. o.",Žilina
Ju6--Y2X6T3,sale,house,260,"new construction","Realitná kancelária",Bratislava
JuOgzsSfPxy,sale,house,140,"partially renovated","LAWIS s.r.o.",Žilina
JuwkeSmHDEB,sale,house,110,"new construction","Real Reality Development s.r.o.",Martin
JuK5t-4VCJ4,sale,house,126,"new construction","MGM reality",Žilina
Ju6vaHOHcqi,sale,house,152,"fully renovated","TUreality s.r.o.",Žilina
JuR54DrWWfx,sale,land,1400,unrenovated,"RE/MAX Slovakia",Bratislava
Ju33SFzO_eU,sale,house,109,"partially renovated","Realitná kancelária RED, s.r.o.",Žilina
Ju9syh9ycRi,sale,house,100,unrenovated,"ALT REAL, s.r.o.",Martin
JudspgTQPox,sale,house,60,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JuWRJBDqxZU,sale,house,86,"new construction","RIEŠIME BÝVANIE",Bratislava
JucU49przXp,sale,house,80,"partially renovated","Realitná kancelária RED, s.r.o.",Žilina
JuHloqFiiMy,sale,house,109,"new construction","IDEÁLNE BÝVANIE, s.r.o.",Žilina
JuMF2TBH415,sale,house,240,"fully renovated","1. Reality Rent, s.r.o.",Žilina
Juj5mPJZurA,sale,house,190,"partially renovated","OVERENÉ REALITY","Banská Bystrica"
Ju0MEaj2qZ5,sale,house,500,"new construction","TUreality s.r.o.",Žilina
JukV9h68kmJ,sale,house,879,"partially renovated","TUreality s.r.o.",Žilina
JurmJUyDt1Y,sale,house,250,unrenovated,"KRUPPKY, s.r.o.","Liptovský Mikuláš"
JuIUgSVHd_-,sale,house,797,"partially renovated","TUreality s.r.o.",Žilina
JuSpPsKRXfN,sale,house,150,"partially renovated","BeMi realitná kancelária",Nitra
JuNuINWKCa2,sale,house,274,"fully renovated","DreamReality s.r.o.",Žilina
JuElQR6VJXT,sale,house,221,"new construction","MGM reality",Žilina
JugpfnfthRi,sale,house,180,"fully renovated","ALT REAL, s.r.o.",Martin
Ju7u3ZsxEKq,rent,house,250,"fully renovated","Effecting s.r.o.",Bratislava
JuXgUKUYl2D,sale,house,200,"new construction","Wealth Group, s.r.o.","Nová Dedinka"
JunQKWe1VdC,sale,house,185,"new construction",NULL,NULL
JuBRCEsLH8a,sale,house,170,"partially renovated","JMB REALITY s.r.o.",Ľubietová
JunnoZAS6r4,sale,house,684,"fully renovated","TUreality s.r.o.",Žilina
JubDt8HjaHe,sale,house,160,unrenovated,"Safe reality s. r. o.",Žilina
JuezaaUAQTl,sale,house,700,unrenovated,"RE/MAX Slovakia",Bratislava
JuQDs3mKg8t,sale,house,173,"fully renovated","Reality Center, s.r.o.",Martin
JuLMYErMTc7,sale,house,232,"fully renovated","KORIJKOV & AGENTS",Košice
JucjxVVq04h,sale,house,150,"fully renovated","OVERENÉ REALITY","Banská Bystrica"
Juu8tQQ6S3G,sale,house,150,"new construction","Realitná kancelária DOM",Žilina
JumTdoXdYLm,sale,house,556,"new construction","TUreality s.r.o.",Žilina
JurRSzjWlL8,sale,house,431,"new construction","ALT REAL, s.r.o.",Martin
JuriX67hMEI,sale,house,150,"new construction","TARGETreal s. r. o.",Žilina
JuxO5mp6Vad,sale,house,240,"new construction","REALITY SPOLU",Bratislava
JuO-ay8jwWD,sale,house,200,"new construction","ALT REAL, s.r.o.",Martin
JuJID0tPHnq,sale,house,148,"new construction","Bosen Group s.r.o.",Bratislava
JuLBQXVqbdX,sale,house,80,"new construction","LEGEND realitná spoločnosť  s. r. o.","Nové Mesto nad Váhom"
Ju7eOmn6zgP,sale,house,260,"fully renovated","KING REAL s. r. o.",Prešov
JuZ8oOwqQdG,sale,house,250,"fully renovated","Realitná kancelária",Bratislava
Juw93jw-f31,sale,house,NULL,unrenovated,"U9, a.s.",Bratislava
JuARm8MK_Jy,sale,house,250,unrenovated,"RENOME REAL",Žilina
Jus9h_TYBDi,sale,house,808,unrenovated,"TUreality s.r.o.",Žilina
JuUZocInHXW,rent,house,90,"new construction",NULL,NULL
JuNTZT4Nroa,sale,house,250,"new construction","Realitná kancelária RED, s.r.o.",Žilina
JurxVAeUfVk,sale,house,200,unrenovated,"Realitné kancelárie SR",Bratislava
JuAaa-osCgW,sale,house,84,"partially renovated",NULL,NULL
Ju2kIhSkruG,sale,house,310,"partially renovated","HOLESTIAK.sk reality s.r.o.",Čadca
Ju4FJGWuX8K,sale,house,NULL,unrenovated,"BeMi realitná kancelária",Nitra
JuuW_lWTRhF,sale,house,102,"new construction","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuZWywKzXos,sale,house,105,"fully renovated","Safe reality s. r. o.",Žilina
JunnDHXXyHF,sale,house,1557,"partially renovated","TUreality s.r.o.",Žilina
JuehhqekRE3,sale,house,93,"new construction","TARGETreal s. r. o.",Žilina
JuUIjP7PegI,sale,house,87,"new construction","Realitné kancelárie SR",Bratislava
JueF3aQCPcy,sale,house,200,"new construction","OREA, s.r.o.","Dolný Kubín"
Jux6Z04Xzh-,sale,house,409,unrenovated,"RIEŠIME BÝVANIE",Bratislava
JudcWud0S5R,sale,house,429,"new construction","RE/MAX Slovakia",Bratislava
JuWsjVyvGYF,sale,house,515,"fully renovated","MGM reality",Žilina
Ju2Af8_9s5q,sale,house,148,"partially renovated","StorkReal s. r. o.","Rajecká Lesná"
JuXODWR0O8-,sale,house,300,unrenovated,"RE/MAX Slovakia",Bratislava
JuZIWdD4tzb,sale,house,200,"new construction","Wealth Group, s.r.o.","Nová Dedinka"
JuOZyO98HPQT,sale,house,90,unrenovated,NULL,NULL
JuPaAE99_20,sale,house,NULL,"new construction","RECLOUD Reality a.s.",Bratislava
JuRjiZLlPKY,sale,house,207,"new construction","Realitné kancelárie SR",Bratislava
JueEpOsUCTO,sale,house,100,unrenovated,"Reality ASTORIA, s.r.o.",Martin
JugQaDVNZYB,sale,house,110,unrenovated,"HOLESTIAK.sk reality s.r.o.",Čadca
Ju6B6hGeR8q,sale,house,200,"partially renovated","StorkReal s. r. o.","Rajecká Lesná"
JuLCVpKj44A,sale,house,236,"partially renovated","BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuKaa51rOO4,sale,house,127,"new construction","RES GROUP, s.r.o.",Žilina
JuEn5otkiFX,sale,house,250,unrenovated,"ALT REAL, s.r.o.",Martin
JuzvCto22Um,sale,house,211,"partially renovated","HOLESTIAK.sk reality s.r.o.",Čadca
JuTP76BJSu5,sale,house,200,"partially renovated","B10 Slovensko, a. s.",Žilina
Juc0qnwekhj,sale,house,75,unrenovated,"R2 SK, s.r.o.",Žilina
JuaiG-4_MyI,sale,house,119,"fully renovated","DreamReality s.r.o.",Žilina
JuZHoBEOwFW,sale,house,250,"partially renovated","Safe reality s. r. o.",Žilina
JuPQ4qxicEp,sale,house,186,"new construction","REALITY SPOLU",Bratislava
Ju_z9MMC1dy,sale,house,123,"new construction","Effecting s.r.o.",Bratislava
Juqdw7QyPcz,sale,house,141,"fully renovated","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuDgbTTsbUm,sale,house,153,"fully renovated","Nestor Capital s.r.o.",Bratislava
JujrEA5_sFt,sale,house,230,unrenovated,"BeMi realitná kancelária",Nitra
JuN1DWMcWPA,sale,house,90,"new construction","Like Reality s.r.o.","Považská Bystrica"
Ju6pyYBIZG6,sale,house,100,"under construction","Ing. Jaroslav Minár JAVAS",Nitra
JuFMkd6Ft4u,sale,house,279,"new construction","Buby reality, s.r.o.",Žilina
Juq8C9WZ_ld,sale,house,40,"new construction","Vianema s.r.o.",Bratislava
JuBQnHxf835,sale,house,525,"partially renovated","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuUGbhQf4wL,sale,house,143,"new construction","Realitná kancelária RED, s.r.o.",Žilina
Ju9v343jGsQ,sale,house,80,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JuLFmLF8PRr,sale,house,220,"partially renovated","JKV REAL",Prievidza
JuvaiQpricT,sale,house,178,"new construction","RS Mansory s.r.o.",Bratislava
JuBLiYfiieE,sale,house,200,"new construction","Realitná kancelária RED, s.r.o.",Žilina
Ju6JqIt-z8V,sale,house,70,unrenovated,"Realitná kancelária RED, s.r.o.",Žilina
Jub69pejgUi,sale,house,160,"partially renovated","Romantické Chalupy, s.r.o.",Bratislava
Ju6USQNI4A_,sale,house,200,"new construction","Realitná kancelária",Bratislava
Ju8oUNOWXin,sale,house,180,unrenovated,"X-REAL, s. r. o.",Žilina
JuK4J7tWBLU,sale,house,145,"new construction","ALT REAL, s.r.o.",Martin
Ju1OQAznjJC,sale,house,90,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
JuXGC09hAid,sale,house,360,"new construction","RE/MAX Slovakia",Bratislava
Ju7Rv9aLBbf,sale,house,NULL,"under construction","RECLOUD Reality a.s.",Bratislava
Jur2iE4GKyv,sale,land,1134,NULL,"ALT REAL, s.r.o.",Martin
Ju5Ehcheq2v,sale,land,1550,NULL,"RIEŠIME BÝVANIE",Bratislava
JuhyQTsj1LU,sale,land,1122,NULL,"TARGETreal s. r. o.",Žilina
JuPp6sukGjm,sale,land,NULL,unrenovated,"MGM reality",Žilina
JuAINHKEpb9,sale,land,600,NULL,"Ing. Gerlinda Bérešová - Esti",Žilina
JubBzZv3CZ4,sale,land,628,NULL,"Realitné kancelárie SR",Bratislava
Jubyz8KHpaA,sale,land,500,NULL,donidDevelop,"Dolný Kubín"
JuWu8X5e0jn,sale,land,609,unrenovated,"Direct Real, spol. s r.o.",Bratislava
Ju5paSEB6Nv,sale,land,701,"new construction","RS Mansory s.r.o.",Bratislava
JuaCQD06zTh,sale,land,690,NULL,"ROSA reality","Kysucké Nové Mesto"
JuKYxcrrEwh,sale,land,995,NULL,NULL,NULL
JuJYKVSAq2k,sale,land,900,NULL,NULL,NULL
JusCOC7JYu5,sale,land,558,NULL,"NajBývanie, s.r.o.",Ružomberok
Juv5TkPsj9T,sale,land,2142,NULL,"Reality Center, s.r.o.",Martin
JuRufzqYfTo,sale,land,810,NULL,"Real Estate Group4U","Považská Bystrica"
JuB6HhfZSPN,sale,land,922,NULL,"WFG reality, s.r.o.",Žilina
JuNR7iOAWOb,sale,land,375,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
JuNztztwtJj,sale,land,696,NULL,"ROMDOM, s. r. o",Žilina
JudgSom7ejT,sale,land,389,unrenovated,"Safe reality s. r. o.",Žilina
Ju98hXHMfyH,sale,land,398,NULL,"JPE. Reality - Jozef Pajer",Čadca
JuEJOqphXdZ,sale,land,1362,NULL,"ETHOS reality, s. r. o.","Krásno nad Kysucou"
Jul095-F2H-,sale,land,567,NULL,"ALT REAL, s.r.o.",Martin
JuPGYcuAlfl,sale,land,858,NULL,NULL,NULL
JuLNhT-3oNA,sale,land,454,NULL,"ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
Jus3WMnENIj,sale,land,583,NULL,"WFG reality, s.r.o.",Žilina
JuWnFD5OAUU,sale,land,1852,NULL,"RE/MAX Slovakia",Bratislava
Ju-0W9ug2Ol,sale,land,880,NULL,"SLNOVRAT, s.r.o.",Olešná
JuizzObcJTE,sale,land,1330,NULL,"Apollo House",Bratislava
JugrI7ZBfpT,sale,land,865,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JuiwS-gpQB1,sale,land,2722,NULL,"B10 Slovensko, a. s.",Žilina
JujdYIr-c-p,sale,land,1283,NULL,NULL,NULL
JusoxTNDyJI,sale,land,407,NULL,NULL,NULL
Ju7_LrB_NNB,sale,land,1193,NULL,"BeMi realitná kancelária",Nitra
JufLDox5EGX,sale,land,1007,NULL,"GAMA Reality, s.r.o.",Bytča
Jux6EDO87ml,sale,land,1895,NULL,"HOLESTIAK.sk reality s.r.o.",Čadca
Judk1z1b1Nd,sale,land,656,unrenovated,"RECLOUD Reality a.s.",Bratislava
JuUiQvR03zd,sale,land,1800,NULL,"Stanislav Motyčík - MK",Žilina
JuYxVfR__Nx,sale,land,523,NULL,"HOLESTIAK.sk reality s.r.o.",Čadca
JuxusjEdK8z,sale,land,966,NULL,"LAWIS s.r.o.",Žilina
Juisb1V01uC,sale,land,733,"new construction","RS Mansory s.r.o.",Bratislava
Jur-h57QXWc,sale,land,830,NULL,"Georgi Conev",Žilina
Ju9rSU4gBpn,sale,land,471,NULL,"DRR INVEST, s. r. o.","Horný Hričov"
JuGKRtmsaxJ,sale,land,2618,unrenovated,"1. Reality Rent, s.r.o.",Žilina
Jurn7Tjk47J,sale,land,1100,NULL,"Real Estate Group4U","Považská Bystrica"
JuFdP62I-_O,sale,land,1872,NULL,NULL,NULL
JugjLuDjRtG,sale,land,808,NULL,"R2 SK, s.r.o.",Žilina
Ju9yYyvLM4S,sale,land,720,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
JuEOlFJy7eI,sale,land,2714,NULL,"Realitná kancelária",Bratislava
Ju_3Vu8GkBj,sale,land,922,NULL,"YNI reality",Žilina
JuCdo9RybP_,sale,land,1783,NULL,"BeMi realitná kancelária",Nitra
JuQqb1Uylo_,sale,land,1003,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Juo4-ERrO5Y,sale,land,898,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuqKis-FMaT,sale,land,580,NULL,NULL,NULL
Ju11TbSO8Lx,sale,land,NULL,"new construction","MGM reality",Žilina
Jumx1pcB1EA,sale,land,850,NULL,"Realitka pre každého",Žilina
Ju_om9GbVZa,sale,land,509,NULL,"ROMDOM, s. r. o",Žilina
JuDFkgbrvLz,sale,land,883,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
JuWNBUmtL8H,sale,land,819,NULL,"Realitka pre každého",Žilina
JuI3WIo1gnr,sale,land,744,NULL,Envire,Bratislava
JuHPdbSyfw3,sale,land,4700,unrenovated,"XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JummK5hE8Lr,sale,land,522,NULL,"DRR INVEST, s. r. o.","Horný Hričov"
Jue_IKSyNYA,sale,land,551,NULL,"JPE. Reality - Jozef Pajer",Čadca
Jufp6SmYJxs,sale,land,913,NULL,"LIF REAL",Martin
JuKcCOH5Bgu,sale,land,2160,NULL,"Realitné kancelárie SR",Bratislava
JuQXoAMiC5M,sale,land,3948,NULL,NULL,NULL
JujYYo9Qtpi,sale,land,3099,NULL,"TOCA, s.r.o. Realitná činnosť",Bytča
JuY_o0Hq1ua,sale,land,758,unrenovated,"Reality IQ, s.r.o.",Žilina
Ju9DTwAgiHG,sale,land,879,NULL,"RE/MAX Slovakia",Bratislava
JuARnh9cPNq,sale,land,930,NULL,"Realitné kancelárie SR",Bratislava
Ju_Khlvp1_L,sale,land,507,NULL,"NFA Group, s.r.o.","Žiar nad Hronom"
JuwYiWFslPL,sale,land,1090,NULL,"JMB REALITY s.r.o.",Ľubietová
Ju6_q9iLcH2,sale,land,2955,NULL,"DreamReality s.r.o.",Žilina
JuVeKcRGSvF,sale,land,793,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuUUj1AEgQf,sale,land,1121,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
JuAewW0gIjM,sale,land,640,"new construction","RS Mansory s.r.o.",Bratislava
JutgQ5gFNVe,sale,land,3598,unrenovated,"1. Reality Rent, s.r.o.",Žilina
Ju2DkJ0tL0r,sale,land,3500,NULL,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JusNOhzmA1cV,sale,land,500,NULL,"BeMi realitná kancelária",Nitra
Julm5UqUwbF,sale,land,297,unrenovated,"RADO Reality",Trenčín
JuoWIuSbW9f,sale,land,898,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Ju3DHGm3SX3,sale,land,650,NULL,"Real Estate Group4U","Považská Bystrica"
JujU-NvkZd5,sale,land,731,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuuLvwvMnqi,sale,land,1072,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
Ju7-tv2yvGe,sale,land,697,NULL,"Romantické Chalupy, s.r.o.",Bratislava
Ju2XjdxAKiA,sale,land,3225,NULL,"RE/MAX Slovakia",Bratislava
JuMA67ZT6Dj,sale,land,1205,NULL,"Realitné kancelárie SR",Bratislava
Ju5G02PfLPf,sale,land,1095,NULL,"ALT REAL, s.r.o.",Martin
Jurrvwf7__Y,sale,land,9735,unrenovated,"Reality AK, spol. s r.o.",Martin
JuxqyTwKPA7,sale,land,NULL,unrenovated,"MGM reality",Žilina
Ju3pFJiSu2s,sale,land,4234,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
JupsaGq4wbB,sale,land,1537,NULL,"MartinTham s. r. o.",Bratislava
JusMGCS4uqf,sale,land,692,NULL,"Ing. Gerlinda Bérešová - Esti",Žilina
JuCWsWXxn1N,sale,land,645,NULL,"Delta Property s.r.o.",Poprad
Jus70LjxyN8,sale,land,679,NULL,"BeMi realitná kancelária",Nitra
JuWllUMOah9,sale,land,567,NULL,"DRR INVEST, s. r. o.","Horný Hričov"
JuZjAAYPCXKg,sale,land,1415,NULL,"OREA, s.r.o.","Dolný Kubín"
JulXTVjCmG0,sale,land,25000,unrenovated,"Reality AK, spol. s r.o.",Martin
JuRVHpRHSGQ,sale,land,636,NULL,"Like Reality s.r.o.","Považská Bystrica"
JumCABBKmrv,sale,land,1095,NULL,"Buby reality, s.r.o.",Žilina
JuyrQlq623r,sale,land,836,NULL,"Realitné kancelárie SR",Bratislava
JuHPJ-p52W2,sale,land,1665,NULL,"OVERENÉ REALITY","Banská Bystrica"
Ju7mSPUl1TY3,sale,land,1045,NULL,"RE/MAX Slovakia",Bratislava
Juarq9_UTUn,sale,land,746,"partially renovated","TUreality s.r.o.",Žilina
Jud1n40d-dn,sale,land,381,NULL,"B10 Slovensko, a. s.",Žilina
Ju2_HPkQ8s2,sale,land,762,NULL,"RE/MAX Slovakia",Bratislava
JuXDdV7DuGH,sale,land,883,NULL,"bezmaklérov, s.r.o.",Žilina
JuXGG7E_fDg,sale,land,1176,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
Ju9QSsEf9gw,sale,land,800,unrenovated,"GRAVITAS a. s.",Bratislava
JuWNTIbPUJS,sale,land,27773,NULL,"Reality Alpia",Martin
Jue_9ALQet2b,sale,land,900,NULL,"B10 Slovensko, a. s.",Žilina
Jut36Rci3LJ,sale,land,NULL,unrenovated,"MGM reality",Žilina
JumDim2HAtJ,sale,land,922,NULL,"X-REAL, s. r. o.",Žilina
JuhJeiPLlID,sale,land,1468,NULL,"WFG reality, s.r.o.",Žilina
JuWSeZfgL-Y,sale,land,4525,NULL,"SCHNEIDER Real",Bratislava
Jub-7EwQ_Rho,sale,land,947,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
Ju5nXGRiNlM,sale,land,5260,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Ju_bN-ewyhS,sale,land,1114,NULL,"AnReal s. r. o.",Mojš
JujRK5xYV79,sale,land,933,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
JueuBN1Nu8x,sale,land,946,unrenovated,"XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JudQL3RTdOS,sale,land,2836,NULL,"Realitné kancelárie SR",Bratislava
JuhckkiisBJp,sale,land,1502,NULL,"BeMi realitná kancelária",Nitra
Ju9e7LtrfAt,sale,land,1607,NULL,"DOBRÉ REALITY s.r.o.",Prievidza
Ju0yTvWbSXD,sale,land,1903,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuhEf6udQZD,sale,land,NULL,NULL,"RES GROUP, s.r.o.",Žilina
JuaHyO1MbDH,sale,land,871,NULL,"BeMi realitná kancelária",Nitra
Ju6g_Z5mX7e,sale,land,1020,NULL,"RE/MAX Slovakia",Bratislava
JuLljn1aubH,sale,land,600,"new construction","Buby reality, s.r.o.",Žilina
JuU1wLvylPv,sale,land,400,NULL,"Realitné kancelárie SR",Bratislava
JunDvn09Q9U,sale,land,685,NULL,"AnReal s. r. o.",Mojš
